time_s,beam_id,rnti,dl_mcs,buf_req,alloc_rbg
13.067500,[Sector: 0 elevation: 0.000000],7,25,8549,390
13.067500,[Sector: 0 elevation: 0.000000],6,23,9045,390
13.067500,[Sector: 0 elevation: 0.000000],5,27,8382,390
13.067500,[Sector: 0 elevation: 0.000000],4,27,8249,377
13.067500,[Sector: 0 elevation: 0.000000],3,27,8382,390
13.067500,[Sector: 0 elevation: 0.000000],2,27,8382,390
13.067500,[Sector: 0 elevation: 0.000000],1,27,8249,377
13.068000,[Sector: 0 elevation: 0.000000],9,15,8128,390
13.068000,[Sector: 0 elevation: 0.000000],8,27,4407,390
13.068000,[Sector: 0 elevation: 0.000000],7,25,4874,377
13.068000,[Sector: 0 elevation: 0.000000],6,23,5756,377
13.068000,[Sector: 0 elevation: 0.000000],5,27,4407,390
13.068000,[Sector: 0 elevation: 0.000000],4,27,4407,390
13.068000,[Sector: 0 elevation: 0.000000],3,27,4407,377
13.068000,[Sector: 0 elevation: 0.000000],2,27,4407,377
13.068000,[Sector: 0 elevation: 0.000000],1,27,4407,390
13.069000,[Sector: 0 elevation: 0.000000],9,15,6045,1131
13.069000,[Sector: 0 elevation: 0.000000],8,27,432,52
13.069000,[Sector: 0 elevation: 0.000000],7,25,1322,143
13.069000,[Sector: 0 elevation: 0.000000],6,23,2577,312
13.069000,[Sector: 0 elevation: 0.000000],5,27,432,52
13.069000,[Sector: 0 elevation: 0.000000],4,27,432,52
13.069000,[Sector: 0 elevation: 0.000000],3,27,565,65
13.069000,[Sector: 0 elevation: 0.000000],2,27,565,65
13.069000,[Sector: 0 elevation: 0.000000],1,27,432,52
13.069500,[Sector: 0 elevation: 0.000000],9,15,10,13
13.079500,[Sector: 0 elevation: 0.000000],9,27,3547,351
13.079500,[Sector: 0 elevation: 0.000000],8,27,3085,312
13.079500,[Sector: 0 elevation: 0.000000],7,17,2264,377
13.079500,[Sector: 0 elevation: 0.000000],6,25,977,104
13.079500,[Sector: 0 elevation: 0.000000],5,27,3085,312
13.079500,[Sector: 0 elevation: 0.000000],4,27,3085,312
13.079500,[Sector: 0 elevation: 0.000000],3,25,2952,325
13.079500,[Sector: 0 elevation: 0.000000],2,27,2952,299
13.079500,[Sector: 0 elevation: 0.000000],1,27,3085,312
13.080000,[Sector: 0 elevation: 0.000000],6,23,10,13
13.089500,[Sector: 0 elevation: 0.000000],9,25,552,65
13.089500,[Sector: 0 elevation: 0.000000],8,27,552,65
13.089500,[Sector: 0 elevation: 0.000000],5,27,552,65
13.089500,[Sector: 0 elevation: 0.000000],4,27,552,65
13.089500,[Sector: 0 elevation: 0.000000],3,25,552,65
13.089500,[Sector: 0 elevation: 0.000000],2,27,552,65
13.089500,[Sector: 0 elevation: 0.000000],1,27,552,65
13.134000,[Sector: 0 elevation: 0.000000],9,25,12224,377
13.134000,[Sector: 0 elevation: 0.000000],8,25,12224,390
13.134000,[Sector: 0 elevation: 0.000000],7,17,12224,390
13.134000,[Sector: 0 elevation: 0.000000],6,17,12224,390
13.134000,[Sector: 0 elevation: 0.000000],5,27,12224,377
13.134000,[Sector: 0 elevation: 0.000000],4,27,12224,390
13.134000,[Sector: 0 elevation: 0.000000],3,27,12224,377
13.134000,[Sector: 0 elevation: 0.000000],2,27,12224,390
13.134000,[Sector: 0 elevation: 0.000000],1,27,12224,377
13.134500,[Sector: 0 elevation: 0.000000],9,25,8672,390
13.134500,[Sector: 0 elevation: 0.000000],8,25,8549,377
13.134500,[Sector: 0 elevation: 0.000000],7,17,9822,390
13.134500,[Sector: 0 elevation: 0.000000],6,17,9822,377
13.134500,[Sector: 0 elevation: 0.000000],5,27,8382,390
13.134500,[Sector: 0 elevation: 0.000000],4,27,8249,377
13.134500,[Sector: 0 elevation: 0.000000],3,27,8382,390
13.134500,[Sector: 0 elevation: 0.000000],2,27,8249,377
13.134500,[Sector: 0 elevation: 0.000000],1,27,8382,390
13.135000,[Sector: 0 elevation: 0.000000],9,25,4997,377
13.135000,[Sector: 0 elevation: 0.000000],8,25,4997,390
13.135000,[Sector: 0 elevation: 0.000000],7,17,7420,377
13.135000,[Sector: 0 elevation: 0.000000],6,17,7501,390
13.135000,[Sector: 0 elevation: 0.000000],5,27,4407,377
13.135000,[Sector: 0 elevation: 0.000000],4,27,4407,390
13.135000,[Sector: 0 elevation: 0.000000],3,27,4407,377
13.135000,[Sector: 0 elevation: 0.000000],2,27,4407,390
13.135000,[Sector: 0 elevation: 0.000000],1,27,4407,390
13.135500,[Sector: 0 elevation: 0.000000],9,25,1445,156
13.135500,[Sector: 0 elevation: 0.000000],8,25,1322,143
13.135500,[Sector: 0 elevation: 0.000000],7,17,5099,832
13.135500,[Sector: 0 elevation: 0.000000],6,17,5099,832
13.135500,[Sector: 0 elevation: 0.000000],5,27,565,65
13.135500,[Sector: 0 elevation: 0.000000],4,27,432,52
13.135500,[Sector: 0 elevation: 0.000000],3,27,565,65
13.135500,[Sector: 0 elevation: 0.000000],2,27,432,52
13.135500,[Sector: 0 elevation: 0.000000],1,27,432,52
13.145500,[Sector: 0 elevation: 0.000000],9,25,2141,234
13.145500,[Sector: 0 elevation: 0.000000],8,25,2264,247
13.145500,[Sector: 0 elevation: 0.000000],7,17,552,91
13.145500,[Sector: 0 elevation: 0.000000],6,17,552,91
13.145500,[Sector: 0 elevation: 0.000000],5,27,2952,299
13.145500,[Sector: 0 elevation: 0.000000],4,27,3085,312
13.145500,[Sector: 0 elevation: 0.000000],3,13,2952,663
13.145500,[Sector: 0 elevation: 0.000000],2,27,3085,312
13.145500,[Sector: 0 elevation: 0.000000],1,27,3085,312
13.155500,[Sector: 0 elevation: 0.000000],5,27,552,65
13.155500,[Sector: 0 elevation: 0.000000],4,27,552,65
13.155500,[Sector: 0 elevation: 0.000000],3,27,552,65
13.155500,[Sector: 0 elevation: 0.000000],2,27,552,65
13.155500,[Sector: 0 elevation: 0.000000],1,27,552,65
13.200500,[Sector: 0 elevation: 0.000000],9,25,12224,390
13.200500,[Sector: 0 elevation: 0.000000],8,27,12224,390
13.200500,[Sector: 0 elevation: 0.000000],7,15,12224,390
13.200500,[Sector: 0 elevation: 0.000000],6,15,12224,390
13.200500,[Sector: 0 elevation: 0.000000],5,27,12224,390
13.200500,[Sector: 0 elevation: 0.000000],4,27,12224,377
13.200500,[Sector: 0 elevation: 0.000000],3,27,12224,377
13.200500,[Sector: 0 elevation: 0.000000],2,27,12224,377
13.200500,[Sector: 0 elevation: 0.000000],1,27,12224,377
13.201500,[Sector: 0 elevation: 0.000000],9,25,8549,377
13.201500,[Sector: 0 elevation: 0.000000],8,27,8249,377
13.201500,[Sector: 0 elevation: 0.000000],7,15,10141,390
13.201500,[Sector: 0 elevation: 0.000000],6,15,10141,377
13.201500,[Sector: 0 elevation: 0.000000],5,27,8249,377
13.201500,[Sector: 0 elevation: 0.000000],4,27,8382,390
13.201500,[Sector: 0 elevation: 0.000000],3,27,8382,390
13.201500,[Sector: 0 elevation: 0.000000],2,27,8382,390
13.201500,[Sector: 0 elevation: 0.000000],1,27,8382,390
13.202000,[Sector: 0 elevation: 0.000000],9,25,4997,390
13.202000,[Sector: 0 elevation: 0.000000],8,27,4407,390
13.202000,[Sector: 0 elevation: 0.000000],7,15,8058,377
13.202000,[Sector: 0 elevation: 0.000000],6,15,8128,390
13.202000,[Sector: 0 elevation: 0.000000],5,27,4407,390
13.202000,[Sector: 0 elevation: 0.000000],4,27,4407,377
13.202000,[Sector: 0 elevation: 0.000000],3,27,4407,377
13.202000,[Sector: 0 elevation: 0.000000],2,27,4407,390
13.202000,[Sector: 0 elevation: 0.000000],1,27,4407,377
13.202500,[Sector: 0 elevation: 0.000000],9,25,1322,143
13.202500,[Sector: 0 elevation: 0.000000],8,27,432,52
13.202500,[Sector: 0 elevation: 0.000000],7,15,6045,1131
13.202500,[Sector: 0 elevation: 0.000000],6,15,6045,1131
13.202500,[Sector: 0 elevation: 0.000000],5,27,432,52
13.202500,[Sector: 0 elevation: 0.000000],4,27,565,65
13.202500,[Sector: 0 elevation: 0.000000],3,27,565,65
13.202500,[Sector: 0 elevation: 0.000000],2,27,432,52
13.202500,[Sector: 0 elevation: 0.000000],1,27,565,65
13.203000,[Sector: 0 elevation: 0.000000],7,15,10,13
13.203000,[Sector: 0 elevation: 0.000000],6,15,10,13
13.212500,[Sector: 0 elevation: 0.000000],9,23,2264,273
13.212500,[Sector: 0 elevation: 0.000000],8,27,3085,312
13.212500,[Sector: 0 elevation: 0.000000],5,27,3085,312
13.212500,[Sector: 0 elevation: 0.000000],4,27,2952,299
13.212500,[Sector: 0 elevation: 0.000000],3,27,2952,299
13.212500,[Sector: 0 elevation: 0.000000],2,27,3085,312
13.212500,[Sector: 0 elevation: 0.000000],1,27,2952,299
13.213000,[Sector: 0 elevation: 0.000000],7,27,3547,351
13.213000,[Sector: 0 elevation: 0.000000],6,27,3547,351
13.222500,[Sector: 0 elevation: 0.000000],8,27,552,65
13.222500,[Sector: 0 elevation: 0.000000],5,27,552,65
13.222500,[Sector: 0 elevation: 0.000000],4,27,552,65
13.222500,[Sector: 0 elevation: 0.000000],3,25,552,65
13.222500,[Sector: 0 elevation: 0.000000],2,27,552,65
13.222500,[Sector: 0 elevation: 0.000000],1,27,552,65
13.223000,[Sector: 0 elevation: 0.000000],7,23,552,78
13.223000,[Sector: 0 elevation: 0.000000],6,25,552,65
13.267000,[Sector: 0 elevation: 0.000000],9,25,12224,390
13.267000,[Sector: 0 elevation: 0.000000],8,27,12224,390
13.267000,[Sector: 0 elevation: 0.000000],7,23,12224,377
13.267000,[Sector: 0 elevation: 0.000000],6,25,12224,377
13.267000,[Sector: 0 elevation: 0.000000],5,27,12224,377
13.267000,[Sector: 0 elevation: 0.000000],4,27,12224,390
13.267000,[Sector: 0 elevation: 0.000000],3,27,12224,390
13.267000,[Sector: 0 elevation: 0.000000],2,27,12224,377
13.267000,[Sector: 0 elevation: 0.000000],1,27,12224,390
13.267500,[Sector: 0 elevation: 0.000000],9,25,8549,390
13.267500,[Sector: 0 elevation: 0.000000],8,27,8249,377
13.267500,[Sector: 0 elevation: 0.000000],7,23,9045,390
13.267500,[Sector: 0 elevation: 0.000000],6,25,8672,390
13.267500,[Sector: 0 elevation: 0.000000],5,27,8382,390
13.267500,[Sector: 0 elevation: 0.000000],4,27,8249,377
13.267500,[Sector: 0 elevation: 0.000000],3,27,8249,377
13.267500,[Sector: 0 elevation: 0.000000],2,27,8382,390
13.267500,[Sector: 0 elevation: 0.000000],1,27,8249,377
13.268000,[Sector: 0 elevation: 0.000000],9,25,4874,377
13.268000,[Sector: 0 elevation: 0.000000],8,27,4407,390
13.268000,[Sector: 0 elevation: 0.000000],7,23,5756,377
13.268000,[Sector: 0 elevation: 0.000000],6,25,4997,377
13.268000,[Sector: 0 elevation: 0.000000],5,27,4407,390
13.268000,[Sector: 0 elevation: 0.000000],4,27,4407,390
13.268000,[Sector: 0 elevation: 0.000000],3,27,4407,390
13.268000,[Sector: 0 elevation: 0.000000],2,27,4407,377
13.268000,[Sector: 0 elevation: 0.000000],1,27,4407,390
13.269000,[Sector: 0 elevation: 0.000000],9,25,1322,143
13.269000,[Sector: 0 elevation: 0.000000],8,27,432,52
13.269000,[Sector: 0 elevation: 0.000000],7,23,2577,312
13.269000,[Sector: 0 elevation: 0.000000],6,25,1445,156
13.269000,[Sector: 0 elevation: 0.000000],5,27,432,52
13.269000,[Sector: 0 elevation: 0.000000],4,27,432,52
13.269000,[Sector: 0 elevation: 0.000000],3,27,432,52
13.269000,[Sector: 0 elevation: 0.000000],2,27,565,65
13.269000,[Sector: 0 elevation: 0.000000],1,27,432,52
13.279000,[Sector: 0 elevation: 0.000000],9,23,2264,273
13.279000,[Sector: 0 elevation: 0.000000],8,27,3085,312
13.279000,[Sector: 0 elevation: 0.000000],7,25,977,104
13.279000,[Sector: 0 elevation: 0.000000],6,25,2141,234
13.279000,[Sector: 0 elevation: 0.000000],5,27,3085,312
13.279000,[Sector: 0 elevation: 0.000000],4,27,3085,312
13.279000,[Sector: 0 elevation: 0.000000],3,27,3085,312
13.279000,[Sector: 0 elevation: 0.000000],2,27,2952,299
13.279000,[Sector: 0 elevation: 0.000000],1,27,3085,312
13.279500,[Sector: 0 elevation: 0.000000],7,25,10,13
13.289000,[Sector: 0 elevation: 0.000000],8,27,552,65
13.289000,[Sector: 0 elevation: 0.000000],5,27,552,65
13.289000,[Sector: 0 elevation: 0.000000],4,27,552,65
13.289000,[Sector: 0 elevation: 0.000000],3,25,552,65
13.289000,[Sector: 0 elevation: 0.000000],2,27,552,65
13.289000,[Sector: 0 elevation: 0.000000],1,27,552,65
13.334000,[Sector: 0 elevation: 0.000000],9,25,12224,390
13.334000,[Sector: 0 elevation: 0.000000],8,27,12224,377
13.334000,[Sector: 0 elevation: 0.000000],7,23,12224,390
13.334000,[Sector: 0 elevation: 0.000000],6,17,12224,390
13.334000,[Sector: 0 elevation: 0.000000],5,27,12224,377
13.334000,[Sector: 0 elevation: 0.000000],4,27,12224,390
13.334000,[Sector: 0 elevation: 0.000000],3,27,12224,377
13.334000,[Sector: 0 elevation: 0.000000],2,27,12224,390
13.334000,[Sector: 0 elevation: 0.000000],1,27,12224,377
13.334500,[Sector: 0 elevation: 0.000000],9,25,8549,377
13.334500,[Sector: 0 elevation: 0.000000],8,27,8382,390
13.334500,[Sector: 0 elevation: 0.000000],7,23,8935,377
13.334500,[Sector: 0 elevation: 0.000000],6,17,9822,390
13.334500,[Sector: 0 elevation: 0.000000],5,27,8382,390
13.334500,[Sector: 0 elevation: 0.000000],4,27,8249,377
13.334500,[Sector: 0 elevation: 0.000000],3,27,8382,390
13.334500,[Sector: 0 elevation: 0.000000],2,27,8249,377
13.334500,[Sector: 0 elevation: 0.000000],1,27,8382,390
13.335000,[Sector: 0 elevation: 0.000000],9,25,4997,390
13.335000,[Sector: 0 elevation: 0.000000],8,27,4407,377
13.335000,[Sector: 0 elevation: 0.000000],7,23,5756,390
13.335000,[Sector: 0 elevation: 0.000000],6,17,7420,377
13.335000,[Sector: 0 elevation: 0.000000],5,27,4407,377
13.335000,[Sector: 0 elevation: 0.000000],4,27,4407,390
13.335000,[Sector: 0 elevation: 0.000000],3,27,4407,377
13.335000,[Sector: 0 elevation: 0.000000],2,27,4407,390
13.335000,[Sector: 0 elevation: 0.000000],1,27,4407,390
13.335500,[Sector: 0 elevation: 0.000000],9,25,1322,143
13.335500,[Sector: 0 elevation: 0.000000],8,27,565,65
13.335500,[Sector: 0 elevation: 0.000000],7,23,2467,299
13.335500,[Sector: 0 elevation: 0.000000],6,17,5099,832
13.335500,[Sector: 0 elevation: 0.000000],5,27,565,65
13.335500,[Sector: 0 elevation: 0.000000],4,27,432,52
13.335500,[Sector: 0 elevation: 0.000000],3,27,565,65
13.335500,[Sector: 0 elevation: 0.000000],2,27,432,52
13.335500,[Sector: 0 elevation: 0.000000],1,27,432,52
13.345500,[Sector: 0 elevation: 0.000000],9,23,2264,273
13.345500,[Sector: 0 elevation: 0.000000],8,25,2952,325
13.345500,[Sector: 0 elevation: 0.000000],7,25,1087,117
13.345500,[Sector: 0 elevation: 0.000000],6,17,552,91
13.345500,[Sector: 0 elevation: 0.000000],5,27,2952,299
13.345500,[Sector: 0 elevation: 0.000000],4,27,3085,312
13.345500,[Sector: 0 elevation: 0.000000],3,27,2952,299
13.345500,[Sector: 0 elevation: 0.000000],2,27,3085,312
13.345500,[Sector: 0 elevation: 0.000000],1,27,3085,312
13.355500,[Sector: 0 elevation: 0.000000],8,27,552,65
13.355500,[Sector: 0 elevation: 0.000000],5,27,552,65
13.355500,[Sector: 0 elevation: 0.000000],4,27,552,65
13.355500,[Sector: 0 elevation: 0.000000],3,25,552,65
13.355500,[Sector: 0 elevation: 0.000000],2,27,552,65
13.355500,[Sector: 0 elevation: 0.000000],1,27,552,65
13.400500,[Sector: 0 elevation: 0.000000],9,25,12224,390
13.400500,[Sector: 0 elevation: 0.000000],8,27,12224,377
13.400500,[Sector: 0 elevation: 0.000000],7,25,12224,390
13.400500,[Sector: 0 elevation: 0.000000],6,15,12224,390
13.400500,[Sector: 0 elevation: 0.000000],5,27,12224,390
13.400500,[Sector: 0 elevation: 0.000000],4,27,12224,377
13.400500,[Sector: 0 elevation: 0.000000],3,27,12224,390
13.400500,[Sector: 0 elevation: 0.000000],2,27,12224,377
13.400500,[Sector: 0 elevation: 0.000000],1,27,12224,377
13.401500,[Sector: 0 elevation: 0.000000],9,25,8549,377
13.401500,[Sector: 0 elevation: 0.000000],8,27,8382,390
13.401500,[Sector: 0 elevation: 0.000000],7,25,8549,377
13.401500,[Sector: 0 elevation: 0.000000],6,15,10141,390
13.401500,[Sector: 0 elevation: 0.000000],5,27,8249,377
13.401500,[Sector: 0 elevation: 0.000000],4,27,8382,390
13.401500,[Sector: 0 elevation: 0.000000],3,27,8249,377
13.401500,[Sector: 0 elevation: 0.000000],2,27,8382,390
13.401500,[Sector: 0 elevation: 0.000000],1,27,8382,390
13.402000,[Sector: 0 elevation: 0.000000],9,25,4997,390
13.402000,[Sector: 0 elevation: 0.000000],8,27,4407,377
13.402000,[Sector: 0 elevation: 0.000000],7,25,4997,390
13.402000,[Sector: 0 elevation: 0.000000],6,15,8058,377
13.402000,[Sector: 0 elevation: 0.000000],5,27,4407,390
13.402000,[Sector: 0 elevation: 0.000000],4,27,4407,377
13.402000,[Sector: 0 elevation: 0.000000],3,27,4407,390
13.402000,[Sector: 0 elevation: 0.000000],2,27,4407,390
13.402000,[Sector: 0 elevation: 0.000000],1,27,4407,377
13.402500,[Sector: 0 elevation: 0.000000],9,25,1322,143
13.402500,[Sector: 0 elevation: 0.000000],8,27,565,65
13.402500,[Sector: 0 elevation: 0.000000],7,25,1322,143
13.402500,[Sector: 0 elevation: 0.000000],6,15,6045,1131
13.402500,[Sector: 0 elevation: 0.000000],5,27,432,52
13.402500,[Sector: 0 elevation: 0.000000],4,27,565,65
13.402500,[Sector: 0 elevation: 0.000000],3,27,432,52
13.402500,[Sector: 0 elevation: 0.000000],2,27,432,52
13.402500,[Sector: 0 elevation: 0.000000],1,27,565,65
13.403000,[Sector: 0 elevation: 0.000000],6,15,10,13
13.412500,[Sector: 0 elevation: 0.000000],9,13,2264,507
13.412500,[Sector: 0 elevation: 0.000000],8,27,2952,299
13.412500,[Sector: 0 elevation: 0.000000],7,25,2264,247
13.412500,[Sector: 0 elevation: 0.000000],5,27,3085,312
13.412500,[Sector: 0 elevation: 0.000000],4,27,2952,299
13.412500,[Sector: 0 elevation: 0.000000],3,27,3085,312
13.412500,[Sector: 0 elevation: 0.000000],2,27,3085,312
13.412500,[Sector: 0 elevation: 0.000000],1,27,2952,299
13.413000,[Sector: 0 elevation: 0.000000],6,27,3547,351
13.422500,[Sector: 0 elevation: 0.000000],8,27,552,65
13.422500,[Sector: 0 elevation: 0.000000],5,27,552,65
13.422500,[Sector: 0 elevation: 0.000000],4,27,552,65
13.422500,[Sector: 0 elevation: 0.000000],3,25,552,65
13.422500,[Sector: 0 elevation: 0.000000],2,27,552,65
13.422500,[Sector: 0 elevation: 0.000000],1,27,552,65
13.423000,[Sector: 0 elevation: 0.000000],6,25,552,65
13.467000,[Sector: 0 elevation: 0.000000],9,17,12224,390
13.467000,[Sector: 0 elevation: 0.000000],8,27,12224,390
13.467000,[Sector: 0 elevation: 0.000000],7,25,12224,390
13.467000,[Sector: 0 elevation: 0.000000],6,25,12224,377
13.467000,[Sector: 0 elevation: 0.000000],5,27,12224,377
13.467000,[Sector: 0 elevation: 0.000000],4,27,12224,390
13.467000,[Sector: 0 elevation: 0.000000],3,27,12224,377
13.467000,[Sector: 0 elevation: 0.000000],2,27,12224,377
13.467000,[Sector: 0 elevation: 0.000000],1,27,12224,390
13.467500,[Sector: 0 elevation: 0.000000],9,17,9822,377
13.467500,[Sector: 0 elevation: 0.000000],8,27,8249,377
13.467500,[Sector: 0 elevation: 0.000000],7,25,8549,390
13.467500,[Sector: 0 elevation: 0.000000],6,25,8672,390
13.467500,[Sector: 0 elevation: 0.000000],5,27,8382,390
13.467500,[Sector: 0 elevation: 0.000000],4,27,8249,377
13.467500,[Sector: 0 elevation: 0.000000],3,27,8382,390
13.467500,[Sector: 0 elevation: 0.000000],2,27,8382,390
13.467500,[Sector: 0 elevation: 0.000000],1,27,8249,377
13.468000,[Sector: 0 elevation: 0.000000],9,17,7501,390
13.468000,[Sector: 0 elevation: 0.000000],8,27,4407,390
13.468000,[Sector: 0 elevation: 0.000000],7,25,4874,377
13.468000,[Sector: 0 elevation: 0.000000],6,25,4997,377
13.468000,[Sector: 0 elevation: 0.000000],5,27,4407,377
13.468000,[Sector: 0 elevation: 0.000000],4,27,4407,390
13.468000,[Sector: 0 elevation: 0.000000],3,27,4407,390
13.468000,[Sector: 0 elevation: 0.000000],2,27,4407,377
13.468000,[Sector: 0 elevation: 0.000000],1,27,4407,390
13.469000,[Sector: 0 elevation: 0.000000],9,17,5099,832
13.469000,[Sector: 0 elevation: 0.000000],8,27,432,52
13.469000,[Sector: 0 elevation: 0.000000],7,25,1322,143
13.469000,[Sector: 0 elevation: 0.000000],6,25,1445,156
13.469000,[Sector: 0 elevation: 0.000000],5,27,565,65
13.469000,[Sector: 0 elevation: 0.000000],4,27,432,52
13.469000,[Sector: 0 elevation: 0.000000],3,27,432,52
13.469000,[Sector: 0 elevation: 0.000000],2,27,565,65
13.469000,[Sector: 0 elevation: 0.000000],1,27,432,52
13.479000,[Sector: 0 elevation: 0.000000],9,23,552,78
13.479000,[Sector: 0 elevation: 0.000000],8,27,3085,312
13.479000,[Sector: 0 elevation: 0.000000],7,23,2264,273
13.479000,[Sector: 0 elevation: 0.000000],6,25,2141,234
13.479000,[Sector: 0 elevation: 0.000000],5,27,2952,299
13.479000,[Sector: 0 elevation: 0.000000],4,27,3085,312
13.479000,[Sector: 0 elevation: 0.000000],3,27,3085,312
13.479000,[Sector: 0 elevation: 0.000000],2,27,2952,299
13.479000,[Sector: 0 elevation: 0.000000],1,27,3085,312
13.489000,[Sector: 0 elevation: 0.000000],8,27,552,65
13.489000,[Sector: 0 elevation: 0.000000],5,27,552,65
13.489000,[Sector: 0 elevation: 0.000000],4,27,552,65
13.489000,[Sector: 0 elevation: 0.000000],3,25,552,65
13.489000,[Sector: 0 elevation: 0.000000],2,27,552,65
13.489000,[Sector: 0 elevation: 0.000000],1,27,552,65
13.534000,[Sector: 0 elevation: 0.000000],9,25,12224,390
13.534000,[Sector: 0 elevation: 0.000000],8,27,12224,377
13.534000,[Sector: 0 elevation: 0.000000],7,25,12224,390
13.534000,[Sector: 0 elevation: 0.000000],6,23,12224,390
13.534000,[Sector: 0 elevation: 0.000000],5,27,12224,390
13.534000,[Sector: 0 elevation: 0.000000],4,27,12224,377
13.534000,[Sector: 0 elevation: 0.000000],3,25,12224,377
13.534000,[Sector: 0 elevation: 0.000000],2,27,12224,390
13.534000,[Sector: 0 elevation: 0.000000],1,27,12224,377
13.534500,[Sector: 0 elevation: 0.000000],9,25,8549,390
13.534500,[Sector: 0 elevation: 0.000000],8,27,8382,390
13.534500,[Sector: 0 elevation: 0.000000],7,25,8549,377
13.534500,[Sector: 0 elevation: 0.000000],6,23,8935,377
13.534500,[Sector: 0 elevation: 0.000000],5,27,8249,377
13.534500,[Sector: 0 elevation: 0.000000],4,27,8382,390
13.534500,[Sector: 0 elevation: 0.000000],3,25,8672,390
13.534500,[Sector: 0 elevation: 0.000000],2,27,8249,377
13.534500,[Sector: 0 elevation: 0.000000],1,27,8382,390
13.535000,[Sector: 0 elevation: 0.000000],9,25,4874,377
13.535000,[Sector: 0 elevation: 0.000000],8,27,4407,377
13.535000,[Sector: 0 elevation: 0.000000],7,25,4997,390
13.535000,[Sector: 0 elevation: 0.000000],6,23,5756,390
13.535000,[Sector: 0 elevation: 0.000000],5,27,4407,390
13.535000,[Sector: 0 elevation: 0.000000],4,27,4407,390
13.535000,[Sector: 0 elevation: 0.000000],3,25,4997,377
13.535000,[Sector: 0 elevation: 0.000000],2,27,4407,390
13.535000,[Sector: 0 elevation: 0.000000],1,27,4407,377
13.535500,[Sector: 0 elevation: 0.000000],9,25,1322,143
13.535500,[Sector: 0 elevation: 0.000000],8,27,565,65
13.535500,[Sector: 0 elevation: 0.000000],7,25,1322,143
13.535500,[Sector: 0 elevation: 0.000000],6,23,2467,299
13.535500,[Sector: 0 elevation: 0.000000],5,27,432,52
13.535500,[Sector: 0 elevation: 0.000000],4,27,432,52
13.535500,[Sector: 0 elevation: 0.000000],3,25,1445,156
13.535500,[Sector: 0 elevation: 0.000000],2,27,432,52
13.535500,[Sector: 0 elevation: 0.000000],1,27,565,65
13.547000,[Sector: 0 elevation: 0.000000],9,25,2264,247
13.547000,[Sector: 0 elevation: 0.000000],8,25,2952,325
13.547000,[Sector: 0 elevation: 0.000000],7,25,2264,247
13.547000,[Sector: 0 elevation: 0.000000],6,11,1087,299
13.547000,[Sector: 0 elevation: 0.000000],5,27,3085,312
13.547000,[Sector: 0 elevation: 0.000000],4,27,3085,312
13.547000,[Sector: 0 elevation: 0.000000],3,25,2141,234
13.547000,[Sector: 0 elevation: 0.000000],2,27,3085,312
13.547000,[Sector: 0 elevation: 0.000000],1,27,2952,299
13.557000,[Sector: 0 elevation: 0.000000],8,27,552,65
13.557000,[Sector: 0 elevation: 0.000000],5,27,552,65
13.557000,[Sector: 0 elevation: 0.000000],4,27,552,65
13.557000,[Sector: 0 elevation: 0.000000],2,27,552,65
13.557000,[Sector: 0 elevation: 0.000000],1,27,552,65
13.600500,[Sector: 0 elevation: 0.000000],9,23,12224,390
13.600500,[Sector: 0 elevation: 0.000000],8,27,12224,377
13.600500,[Sector: 0 elevation: 0.000000],7,25,12224,390
13.600500,[Sector: 0 elevation: 0.000000],6,15,12224,390
13.600500,[Sector: 0 elevation: 0.000000],5,27,12224,377
13.600500,[Sector: 0 elevation: 0.000000],4,27,12224,377
13.600500,[Sector: 0 elevation: 0.000000],3,27,12224,390
13.600500,[Sector: 0 elevation: 0.000000],2,27,12224,377
13.600500,[Sector: 0 elevation: 0.000000],1,27,12224,390
13.601500,[Sector: 0 elevation: 0.000000],9,23,8935,377
13.601500,[Sector: 0 elevation: 0.000000],8,27,8382,390
13.601500,[Sector: 0 elevation: 0.000000],7,25,8549,377
13.601500,[Sector: 0 elevation: 0.000000],6,15,10141,377
13.601500,[Sector: 0 elevation: 0.000000],5,27,8382,390
13.601500,[Sector: 0 elevation: 0.000000],4,27,8382,390
13.601500,[Sector: 0 elevation: 0.000000],3,27,8249,390
13.601500,[Sector: 0 elevation: 0.000000],2,27,8382,390
13.601500,[Sector: 0 elevation: 0.000000],1,27,8249,377
13.602000,[Sector: 0 elevation: 0.000000],9,23,5756,390
13.602000,[Sector: 0 elevation: 0.000000],8,27,4407,377
13.602000,[Sector: 0 elevation: 0.000000],7,25,4997,390
13.602000,[Sector: 0 elevation: 0.000000],6,15,8128,390
13.602000,[Sector: 0 elevation: 0.000000],5,27,4407,390
13.602000,[Sector: 0 elevation: 0.000000],4,27,4407,377
13.602000,[Sector: 0 elevation: 0.000000],3,27,4274,377
13.602000,[Sector: 0 elevation: 0.000000],2,27,4407,377
13.602000,[Sector: 0 elevation: 0.000000],1,27,4407,390
13.602500,[Sector: 0 elevation: 0.000000],9,23,2467,299
13.602500,[Sector: 0 elevation: 0.000000],8,27,565,65
13.602500,[Sector: 0 elevation: 0.000000],7,25,1322,143
13.602500,[Sector: 0 elevation: 0.000000],6,15,6045,1131
13.602500,[Sector: 0 elevation: 0.000000],5,27,432,52
13.602500,[Sector: 0 elevation: 0.000000],4,27,565,65
13.602500,[Sector: 0 elevation: 0.000000],3,27,432,52
