run_id,seed,scenario,bandwidth,bandwidth_mhz,mode,n_flows,aggregate_throughput_mbps,mean_flow_throughput_mbps,min_flow_throughput_mbps,p5_flow_throughput_mbps,max_flow_throughput_mbps,std_flow_throughput_mbps,mean_delay_ms,max_delay_ms,mean_jitter_ms,mean_loss_ratio,max_loss_ratio,jain_rbg_slot_mean,mean_active_ues_per_slot,mean_zero_ue_percent,mean_backlogged_ues_per_slot,mean_served_ues_per_slot,pct_buf_gt0_alloc_eq0,sum_buf_req_mean_per_slot,sum_buf_req_max_per_slot,mean_jain_buf_req_per_slot,mean_jain_alloc_per_slot
teste_baseline,1,dynamic_continuous_30s,bw100,100,rr,36,10.110277000000004,0.28084102777777786,0.278576,0.27978725000000004,0.280998,0.0005651048814213002,11.345079444444444,24.6,3.3533002777777785,0.0005587483333333333,0.00862069,0.6929160725583975,7.0416828983248925,21.759078907501188,7.0416828983248925,7.0416828983248925,0.0,37226.93767043241,110016.0,0.6953504641597458,0.6929160725583975
