time_s,beam_id,vazao_estimada_mbps,seed,scenario,bandwidth,bandwidth_mhz,mode
17.803,[Sector: 0 elevation: 0.000000],7.6142898,1,dynamic_continuous_30s,bw100,100,rr
17.8125,[Sector: 0 elevation: 0.000000],3526.5968478,1,dynamic_continuous_30s,bw100,100,rr
17.813,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
17.8225,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
17.823,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
17.867,[Sector: 0 elevation: 0.000000],5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr
17.8675,[Sector: 0 elevation: 0.000000],5348.1115116,1,dynamic_continuous_30s,bw100,100,rr
17.868,[Sector: 0 elevation: 0.000000],5358.8875158,1,dynamic_continuous_30s,bw100,100,rr
17.869,[Sector: 0 elevation: 0.000000],2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr
17.8695,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
17.879,[Sector: 0 elevation: 0.000000],3740.9991137999996,1,dynamic_continuous_30s,bw100,100,rr
17.8795,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
17.889,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
17.8895,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
17.934,[Sector: 0 elevation: 0.000000],5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr
17.9345,[Sector: 0 elevation: 0.000000],5448.7378062,1,dynamic_continuous_30s,bw100,100,rr
17.935,[Sector: 0 elevation: 0.000000],5437.5031386,1,dynamic_continuous_30s,bw100,100,rr
17.9355,[Sector: 0 elevation: 0.000000],1739.4334074,1,dynamic_continuous_30s,bw100,100,rr
17.9455,[Sector: 0 elevation: 0.000000],3861.482391,1,dynamic_continuous_30s,bw100,100,rr
17.9465,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
17.9555,[Sector: 0 elevation: 0.000000],628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr
18.0005,[Sector: 0 elevation: 0.000000],5653.822005,1,dynamic_continuous_30s,bw100,100,rr
18.0015,[Sector: 0 elevation: 0.000000],5651.467824599999,1,dynamic_continuous_30s,bw100,100,rr
18.002,[Sector: 0 elevation: 0.000000],5655.570336,1,dynamic_continuous_30s,bw100,100,rr
18.0025,[Sector: 0 elevation: 0.000000],1454.0313996,1,dynamic_continuous_30s,bw100,100,rr
18.0145,[Sector: 0 elevation: 0.000000],4063.1295978,1,dynamic_continuous_30s,bw100,100,rr
18.0245,[Sector: 0 elevation: 0.000000],660.3794262000001,1,dynamic_continuous_30s,bw100,100,rr
18.067,[Sector: 0 elevation: 0.000000],5316.781977,1,dynamic_continuous_30s,bw100,100,rr
18.0675,[Sector: 0 elevation: 0.000000],5316.1761276,1,dynamic_continuous_30s,bw100,100,rr
18.068,[Sector: 0 elevation: 0.000000],5328.0166446,1,dynamic_continuous_30s,bw100,100,rr
18.069,[Sector: 0 elevation: 0.000000],2060.8084692,1,dynamic_continuous_30s,bw100,100,rr
18.0795,[Sector: 0 elevation: 0.000000],3662.9897382,1,dynamic_continuous_30s,bw100,100,rr
18.08,[Sector: 0 elevation: 0.000000],10.861929000000002,1,dynamic_continuous_30s,bw100,100,rr
18.0895,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
18.134,[Sector: 0 elevation: 0.000000],5597.2695636,1,dynamic_continuous_30s,bw100,100,rr
18.1345,[Sector: 0 elevation: 0.000000],5604.868737,1,dynamic_continuous_30s,bw100,100,rr
18.135,[Sector: 0 elevation: 0.000000],5599.0178946,1,dynamic_continuous_30s,bw100,100,rr
18.1355,[Sector: 0 elevation: 0.000000],1593.5784462,1,dynamic_continuous_30s,bw100,100,rr
18.147,[Sector: 0 elevation: 0.000000],3891.8595924,1,dynamic_continuous_30s,bw100,100,rr
18.157,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
18.2005,[Sector: 0 elevation: 0.000000],5273.989437599999,1,dynamic_continuous_30s,bw100,100,rr
18.2015,[Sector: 0 elevation: 0.000000],5292.3646152,1,dynamic_continuous_30s,bw100,100,rr
18.202,[Sector: 0 elevation: 0.000000],5275.7377686,1,dynamic_continuous_30s,bw100,100,rr
18.2025,[Sector: 0 elevation: 0.000000],2202.5342664,1,dynamic_continuous_30s,bw100,100,rr
18.203,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
18.2125,[Sector: 0 elevation: 0.000000],3514.0725125999998,1,dynamic_continuous_30s,bw100,100,rr
18.213,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
18.2225,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
18.223,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
18.267,[Sector: 0 elevation: 0.000000],5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr
18.2675,[Sector: 0 elevation: 0.000000],5348.1115116,1,dynamic_continuous_30s,bw100,100,rr
18.268,[Sector: 0 elevation: 0.000000],5358.8875158,1,dynamic_continuous_30s,bw100,100,rr
18.269,[Sector: 0 elevation: 0.000000],2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr
18.2695,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
18.279,[Sector: 0 elevation: 0.000000],3756.759552,1,dynamic_continuous_30s,bw100,100,rr
18.2795,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
18.289,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
18.2895,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
18.334,[Sector: 0 elevation: 0.000000],5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr
18.3345,[Sector: 0 elevation: 0.000000],5448.7378062,1,dynamic_continuous_30s,bw100,100,rr
18.335,[Sector: 0 elevation: 0.000000],5437.5031386,1,dynamic_continuous_30s,bw100,100,rr
18.3355,[Sector: 0 elevation: 0.000000],1739.4334074,1,dynamic_continuous_30s,bw100,100,rr
18.3455,[Sector: 0 elevation: 0.000000],3870.2236482,1,dynamic_continuous_30s,bw100,100,rr
18.3465,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
18.3555,[Sector: 0 elevation: 0.000000],628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr
18.4005,[Sector: 0 elevation: 0.000000],5219.352801,1,dynamic_continuous_30s,bw100,100,rr
18.4015,[Sector: 0 elevation: 0.000000],5231.4809274,1,dynamic_continuous_30s,bw100,100,rr
18.402,[Sector: 0 elevation: 0.000000],5221.101132,1,dynamic_continuous_30s,bw100,100,rr
18.4025,[Sector: 0 elevation: 0.000000],2271.7454994,1,dynamic_continuous_30s,bw100,100,rr
18.403,[Sector: 0 elevation: 0.000000],7.6142898,1,dynamic_continuous_30s,bw100,100,rr
18.4125,[Sector: 0 elevation: 0.000000],3526.5968478,1,dynamic_continuous_30s,bw100,100,rr
18.413,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
18.4225,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
18.423,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
18.5255,[Sector: 0 elevation: 0.000000],5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr
18.5265,[Sector: 0 elevation: 0.000000],5348.1115116,1,dynamic_continuous_30s,bw100,100,rr
18.527,[Sector: 0 elevation: 0.000000],5358.8875158,1,dynamic_continuous_30s,bw100,100,rr
18.5275,[Sector: 0 elevation: 0.000000],2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr
18.528,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
18.5375,[Sector: 0 elevation: 0.000000],3679.7530301999996,1,dynamic_continuous_30s,bw100,100,rr
18.538,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
18.5475,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
18.548,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
18.6505,[Sector: 0 elevation: 0.000000],5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr
18.6515,[Sector: 0 elevation: 0.000000],5448.7378062,1,dynamic_continuous_30s,bw100,100,rr
18.652,[Sector: 0 elevation: 0.000000],5437.5031386,1,dynamic_continuous_30s,bw100,100,rr
18.6525,[Sector: 0 elevation: 0.000000],1739.4334074,1,dynamic_continuous_30s,bw100,100,rr
18.6625,[Sector: 0 elevation: 0.000000],3903.1248906,1,dynamic_continuous_30s,bw100,100,rr
18.6725,[Sector: 0 elevation: 0.000000],660.3794262000001,1,dynamic_continuous_30s,bw100,100,rr
18.7755,[Sector: 0 elevation: 0.000000],5061.7730826,1,dynamic_continuous_30s,bw100,100,rr
18.7765,[Sector: 0 elevation: 0.000000],5073.0077502,1,dynamic_continuous_30s,bw100,100,rr
18.777,[Sector: 0 elevation: 0.000000],5074.2974177999995,1,dynamic_continuous_30s,bw100,100,rr
18.7775,[Sector: 0 elevation: 0.000000],2482.0854317999997,1,dynamic_continuous_30s,bw100,100,rr
18.778,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
18.7875,[Sector: 0 elevation: 0.000000],3400.1505486,1,dynamic_continuous_30s,bw100,100,rr
18.788,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
18.7975,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
18.798,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
18.9005,[Sector: 0 elevation: 0.000000],5437.5031386,1,dynamic_continuous_30s,bw100,100,rr
18.9015,[Sector: 0 elevation: 0.000000],5446.9894752,1,dynamic_continuous_30s,bw100,100,rr
18.902,[Sector: 0 elevation: 0.000000],5439.2514696,1,dynamic_continuous_30s,bw100,100,rr
18.9025,[Sector: 0 elevation: 0.000000],1737.6850764,1,dynamic_continuous_30s,bw100,100,rr
18.9145,[Sector: 0 elevation: 0.000000],3983.246982,1,dynamic_continuous_30s,bw100,100,rr
18.9245,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
19.0255,[Sector: 0 elevation: 0.000000],5649.7194936,1,dynamic_continuous_30s,bw100,100,rr
19.0265,[Sector: 0 elevation: 0.000000],5655.570336,1,dynamic_continuous_30s,bw100,100,rr
19.027,[Sector: 0 elevation: 0.000000],5651.467824599999,1,dynamic_continuous_30s,bw100,100,rr
19.0275,[Sector: 0 elevation: 0.000000],1458.133911,1,dynamic_continuous_30s,bw100,100,rr
19.04,[Sector: 0 elevation: 0.000000],3952.3506515999998,1,dynamic_continuous_30s,bw100,100,rr
19.05,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
19.1505,[Sector: 0 elevation: 0.000000],4964.3439066,1,dynamic_continuous_30s,bw100,100,rr
19.1515,[Sector: 0 elevation: 0.000000],4976.8682418,1,dynamic_continuous_30s,bw100,100,rr
19.152,[Sector: 0 elevation: 0.000000],4978.8262134,1,dynamic_continuous_30s,bw100,100,rr
19.1525,[Sector: 0 elevation: 0.000000],2693.022462,1,dynamic_continuous_30s,bw100,100,rr
19.153,[Sector: 0 elevation: 0.000000],17.1865512,1,dynamic_continuous_30s,bw100,100,rr
19.1625,[Sector: 0 elevation: 0.000000],3343.8924792,1,dynamic_continuous_30s,bw100,100,rr
19.163,[Sector: 0 elevation: 0.000000],1193.2162164,1,dynamic_continuous_30s,bw100,100,rr
19.1725,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
19.173,[Sector: 0 elevation: 0.000000],203.482656,1,dynamic_continuous_30s,bw100,100,rr
19.2755,[Sector: 0 elevation: 0.000000],5651.467824599999,1,dynamic_continuous_30s,bw100,100,rr
19.2765,[Sector: 0 elevation: 0.000000],5653.822005,1,dynamic_continuous_30s,bw100,100,rr
19.277,[Sector: 0 elevation: 0.000000],5653.2161556,1,dynamic_continuous_30s,bw100,100,rr
19.2775,[Sector: 0 elevation: 0.000000],1456.38558,1,dynamic_continuous_30s,bw100,100,rr
19.288,[Sector: 0 elevation: 0.000000],4052.8965906,1,dynamic_continuous_30s,bw100,100,rr
19.298,[Sector: 0 elevation: 0.000000],660.3794262000001,1,dynamic_continuous_30s,bw100,100,rr
19.4005,[Sector: 0 elevation: 0.000000],5460.121251,1,dynamic_continuous_30s,bw100,100,rr
19.4015,[Sector: 0 elevation: 0.000000],5461.869581999999,1,dynamic_continuous_30s,bw100,100,rr
19.402,[Sector: 0 elevation: 0.000000],5464.2237624,1,dynamic_continuous_30s,bw100,100,rr
19.4025,[Sector: 0 elevation: 0.000000],1969.5420108,1,dynamic_continuous_30s,bw100,100,rr
19.4145,[Sector: 0 elevation: 0.000000],3482.0285292,1,dynamic_continuous_30s,bw100,100,rr
19.4245,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
19.5255,[Sector: 0 elevation: 0.000000],5060.0247516,1,dynamic_continuous_30s,bw100,100,rr
19.5265,[Sector: 0 elevation: 0.000000],5085.5320854,1,dynamic_continuous_30s,bw100,100,rr
19.527,[Sector: 0 elevation: 0.000000],5061.7730826,1,dynamic_continuous_30s,bw100,100,rr
19.5275,[Sector: 0 elevation: 0.000000],2483.8337628,1,dynamic_continuous_30s,bw100,100,rr
19.528,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
19.5375,[Sector: 0 elevation: 0.000000],3456.8127828,1,dynamic_continuous_30s,bw100,100,rr
19.538,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
19.5475,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
19.548,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
19.6505,[Sector: 0 elevation: 0.000000],5365.1293956,1,dynamic_continuous_30s,bw100,100,rr
19.6515,[Sector: 0 elevation: 0.000000],5370.980238,1,dynamic_continuous_30s,bw100,100,rr
19.652,[Sector: 0 elevation: 0.000000],5376.3640632,1,dynamic_continuous_30s,bw100,100,rr
19.6525,[Sector: 0 elevation: 0.000000],1929.4664453999999,1,dynamic_continuous_30s,bw100,100,rr
19.6625,[Sector: 0 elevation: 0.000000],3775.6725552,1,dynamic_continuous_30s,bw100,100,rr
19.6725,[Sector: 0 elevation: 0.000000],660.3794262000001,1,dynamic_continuous_30s,bw100,100,rr
19.7755,[Sector: 0 elevation: 0.000000],5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr
19.7765,[Sector: 0 elevation: 0.000000],5348.1115116,1,dynamic_continuous_30s,bw100,100,rr
19.777,[Sector: 0 elevation: 0.000000],5358.8875158,1,dynamic_continuous_30s,bw100,100,rr
19.7775,[Sector: 0 elevation: 0.000000],2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr
19.778,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
19.7875,[Sector: 0 elevation: 0.000000],3653.9035883999995,1,dynamic_continuous_30s,bw100,100,rr
19.788,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
19.7975,[Sector: 0 elevation: 0.000000],549.8964432,1,dynamic_continuous_30s,bw100,100,rr
19.798,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
19.9005,[Sector: 0 elevation: 0.000000],5240.3057226,1,dynamic_continuous_30s,bw100,100,rr
19.9015,[Sector: 0 elevation: 0.000000],5256.3653064,1,dynamic_continuous_30s,bw100,100,rr
19.902,[Sector: 0 elevation: 0.000000],5242.0540536,1,dynamic_continuous_30s,bw100,100,rr
19.9025,[Sector: 0 elevation: 0.000000],2208.1392684,1,dynamic_continuous_30s,bw100,100,rr
19.9145,[Sector: 0 elevation: 0.000000],3482.4072348,1,dynamic_continuous_30s,bw100,100,rr
19.9245,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
20.0255,[Sector: 0 elevation: 0.000000],5060.0247516,1,dynamic_continuous_30s,bw100,100,rr
20.0265,[Sector: 0 elevation: 0.000000],5085.5320854,1,dynamic_continuous_30s,bw100,100,rr
20.027,[Sector: 0 elevation: 0.000000],5061.7730826,1,dynamic_continuous_30s,bw100,100,rr
20.0275,[Sector: 0 elevation: 0.000000],2483.8337628,1,dynamic_continuous_30s,bw100,100,rr
20.028,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
20.0375,[Sector: 0 elevation: 0.000000],3420.5127372,1,dynamic_continuous_30s,bw100,100,rr
20.038,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
20.0475,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
20.048,[Sector: 0 elevation: 0.000000],107.9645112,1,dynamic_continuous_30s,bw100,100,rr
20.1505,[Sector: 0 elevation: 0.000000],5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr
20.1515,[Sector: 0 elevation: 0.000000],5439.2514696,1,dynamic_continuous_30s,bw100,100,rr
20.152,[Sector: 0 elevation: 0.000000],5446.9894752,1,dynamic_continuous_30s,bw100,100,rr
20.1525,[Sector: 0 elevation: 0.000000],1739.4334074,1,dynamic_continuous_30s,bw100,100,rr
20.1625,[Sector: 0 elevation: 0.000000],3905.4178098,1,dynamic_continuous_30s,bw100,100,rr
20.163,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
20.1725,[Sector: 0 elevation: 0.000000],660.3794262000001,1,dynamic_continuous_30s,bw100,100,rr
20.2755,[Sector: 0 elevation: 0.000000],4863.1113648,1,dynamic_continuous_30s,bw100,100,rr
20.2765,[Sector: 0 elevation: 0.000000],4882.255092,1,dynamic_continuous_30s,bw100,100,rr
20.277,[Sector: 0 elevation: 0.000000],4864.8596958,1,dynamic_continuous_30s,bw100,100,rr
20.2775,[Sector: 0 elevation: 0.000000],2885.5839167999998,1,dynamic_continuous_30s,bw100,100,rr
20.278,[Sector: 0 elevation: 0.000000],7.6142898,1,dynamic_continuous_30s,bw100,100,rr
20.288,[Sector: 0 elevation: 0.000000],3784.9647654,1,dynamic_continuous_30s,bw100,100,rr
20.298,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
20.4005,[Sector: 0 elevation: 0.000000],5369.231906999999,1,dynamic_continuous_30s,bw100,100,rr
20.4015,[Sector: 0 elevation: 0.000000],5378.1123941999995,1,dynamic_continuous_30s,bw100,100,rr
20.402,[Sector: 0 elevation: 0.000000],5369.231906999999,1,dynamic_continuous_30s,bw100,100,rr
20.4025,[Sector: 0 elevation: 0.000000],1925.363934,1,dynamic_continuous_30s,bw100,100,rr
20.414,[Sector: 0 elevation: 0.000000],3676.658544,1,dynamic_continuous_30s,bw100,100,rr
20.424,[Sector: 0 elevation: 0.000000],628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr
20.5255,[Sector: 0 elevation: 0.000000],5259.916467,1,dynamic_continuous_30s,bw100,100,rr
20.5265,[Sector: 0 elevation: 0.000000],5268.338290799999,1,dynamic_continuous_30s,bw100,100,rr
20.527,[Sector: 0 elevation: 0.000000],5264.0189784,1,dynamic_continuous_30s,bw100,100,rr
20.5275,[Sector: 0 elevation: 0.000000],2253.0202578,1,dynamic_continuous_30s,bw100,100,rr
20.528,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
20.539,[Sector: 0 elevation: 0.000000],4055.7611484,1,dynamic_continuous_30s,bw100,100,rr
20.549,[Sector: 0 elevation: 0.000000],727.6712742000001,1,dynamic_continuous_30s,bw100,100,rr
20.6505,[Sector: 0 elevation: 0.000000],5552.418807,1,dynamic_continuous_30s,bw100,100,rr
20.6515,[Sector: 0 elevation: 0.000000],5546.5679646,1,dynamic_continuous_30s,bw100,100,rr
20.652,[Sector: 0 elevation: 0.000000],5554.167138,1,dynamic_continuous_30s,bw100,100,rr
20.6525,[Sector: 0 elevation: 0.000000],1721.423808,1,dynamic_continuous_30s,bw100,100,rr
20.6645,[Sector: 0 elevation: 0.000000],3728.2647402,1,dynamic_continuous_30s,bw100,100,rr
20.6745,[Sector: 0 elevation: 0.000000],441.9319320000001,1,dynamic_continuous_30s,bw100,100,rr
20.7755,[Sector: 0 elevation: 0.000000],4891.9701636,1,dynamic_continuous_30s,bw100,100,rr
20.7765,[Sector: 0 elevation: 0.000000],4910.3453412,1,dynamic_continuous_30s,bw100,100,rr
20.777,[Sector: 0 elevation: 0.000000],4906.4524704,1,dynamic_continuous_30s,bw100,100,rr
20.7775,[Sector: 0 elevation: 0.000000],2884.8038309999997,1,dynamic_continuous_30s,bw100,100,rr
20.778,[Sector: 0 elevation: 0.000000],17.1865512,1,dynamic_continuous_30s,bw100,100,rr
20.7875,[Sector: 0 elevation: 0.000000],3135.5924652,1,dynamic_continuous_30s,bw100,100,rr
20.788,[Sector: 0 elevation: 0.000000],1193.2162164,1,dynamic_continuous_30s,bw100,100,rr
20.7975,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
20.798,[Sector: 0 elevation: 0.000000],209.7058392,1,dynamic_continuous_30s,bw100,100,rr
20.9005,[Sector: 0 elevation: 0.000000],5279.84028,1,dynamic_continuous_30s,bw100,100,rr
20.9015,[Sector: 0 elevation: 0.000000],5275.7377686,1,dynamic_continuous_30s,bw100,100,rr
20.902,[Sector: 0 elevation: 0.000000],5292.3646152,1,dynamic_continuous_30s,bw100,100,rr
20.9025,[Sector: 0 elevation: 0.000000],2196.683424,1,dynamic_continuous_30s,bw100,100,rr
20.903,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
20.9125,[Sector: 0 elevation: 0.000000],3534.7075919999997,1,dynamic_continuous_30s,bw100,100,rr
20.913,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
20.9225,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
20.923,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
21.0255,[Sector: 0 elevation: 0.000000],5112.4746816,1,dynamic_continuous_30s,bw100,100,rr
21.0265,[Sector: 0 elevation: 0.000000],5125.4576802,1,dynamic_continuous_30s,bw100,100,rr
21.027,[Sector: 0 elevation: 0.000000],5124.9990167999995,1,dynamic_continuous_30s,bw100,100,rr
21.0275,[Sector: 0 elevation: 0.000000],2348.3892275999997,1,dynamic_continuous_30s,bw100,100,rr
21.028,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
21.0375,[Sector: 0 elevation: 0.000000],3589.3923624,1,dynamic_continuous_30s,bw100,100,rr
21.038,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
21.0475,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
21.048,[Sector: 0 elevation: 0.000000],107.9645112,1,dynamic_continuous_30s,bw100,100,rr
21.1505,[Sector: 0 elevation: 0.000000],5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr
21.1515,[Sector: 0 elevation: 0.000000],5439.2514696,1,dynamic_continuous_30s,bw100,100,rr
21.152,[Sector: 0 elevation: 0.000000],5446.9894752,1,dynamic_continuous_30s,bw100,100,rr
21.1525,[Sector: 0 elevation: 0.000000],1739.4334074,1,dynamic_continuous_30s,bw100,100,rr
21.1625,[Sector: 0 elevation: 0.000000],3903.6694788000004,1,dynamic_continuous_30s,bw100,100,rr
21.163,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
21.1725,[Sector: 0 elevation: 0.000000],660.3794262000001,1,dynamic_continuous_30s,bw100,100,rr
21.2755,[Sector: 0 elevation: 0.000000],5003.0339346,1,dynamic_continuous_30s,bw100,100,rr
21.2765,[Sector: 0 elevation: 0.000000],5027.002578,1,dynamic_continuous_30s,bw100,100,rr
21.277,[Sector: 0 elevation: 0.000000],5004.7822656,1,dynamic_continuous_30s,bw100,100,rr
21.2775,[Sector: 0 elevation: 0.000000],2555.3991762,1,dynamic_continuous_30s,bw100,100,rr
21.278,[Sector: 0 elevation: 0.000000],7.6142898,1,dynamic_continuous_30s,bw100,100,rr
21.2875,[Sector: 0 elevation: 0.000000],3406.3737318000003,1,dynamic_continuous_30s,bw100,100,rr
21.288,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
21.2975,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
21.298,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
21.4005,[Sector: 0 elevation: 0.000000],5651.467824599999,1,dynamic_continuous_30s,bw100,100,rr
21.4015,[Sector: 0 elevation: 0.000000],5655.570336,1,dynamic_continuous_30s,bw100,100,rr
21.402,[Sector: 0 elevation: 0.000000],5651.467824599999,1,dynamic_continuous_30s,bw100,100,rr
21.4025,[Sector: 0 elevation: 0.000000],1456.38558,1,dynamic_continuous_30s,bw100,100,rr
21.413,[Sector: 0 elevation: 0.000000],4044.9004128,1,dynamic_continuous_30s,bw100,100,rr
21.423,[Sector: 0 elevation: 0.000000],628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr
21.5255,[Sector: 0 elevation: 0.000000],5335.297578,1,dynamic_continuous_30s,bw100,100,rr
21.5265,[Sector: 0 elevation: 0.000000],5335.297578,1,dynamic_continuous_30s,bw100,100,rr
21.527,[Sector: 0 elevation: 0.000000],5341.8708252,1,dynamic_continuous_30s,bw100,100,rr
21.5275,[Sector: 0 elevation: 0.000000],2248.2148338,1,dynamic_continuous_30s,bw100,100,rr
21.5395,[Sector: 0 elevation: 0.000000],3274.8833286,1,dynamic_continuous_30s,bw100,100,rr
21.5495,[Sector: 0 elevation: 0.000000],441.9319320000001,1,dynamic_continuous_30s,bw100,100,rr
21.6505,[Sector: 0 elevation: 0.000000],4950.7093116,1,dynamic_continuous_30s,bw100,100,rr
21.6515,[Sector: 0 elevation: 0.000000],4977.506313,1,dynamic_continuous_30s,bw100,100,rr
21.652,[Sector: 0 elevation: 0.000000],4954.811823,1,dynamic_continuous_30s,bw100,100,rr
21.6525,[Sector: 0 elevation: 0.000000],2811.4900866,1,dynamic_continuous_30s,bw100,100,rr
21.653,[Sector: 0 elevation: 0.000000],19.1445228,1,dynamic_continuous_30s,bw100,100,rr
21.6625,[Sector: 0 elevation: 0.000000],3166.1749314000003,1,dynamic_continuous_30s,bw100,100,rr
21.663,[Sector: 0 elevation: 0.000000],1193.2162164,1,dynamic_continuous_30s,bw100,100,rr
