time_s,beam_id,vazao_estimada_mbps,seed,scenario,bandwidth,bandwidth_mhz,mode
12.467,[Sector: 0 elevation: 0.000000],5041.849269599999,1,dynamic_continuous_30s,bw100,100,rr
12.4675,[Sector: 0 elevation: 0.000000],5057.1864486,1,dynamic_continuous_30s,bw100,100,rr
12.468,[Sector: 0 elevation: 0.000000],5054.3736048,1,dynamic_continuous_30s,bw100,100,rr
12.469,[Sector: 0 elevation: 0.000000],2538.4222656,1,dynamic_continuous_30s,bw100,100,rr
12.4695,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
12.479,[Sector: 0 elevation: 0.000000],3399.2324262,1,dynamic_continuous_30s,bw100,100,rr
12.4795,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
12.489,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
12.4895,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
12.534,[Sector: 0 elevation: 0.000000],5653.2161556,1,dynamic_continuous_30s,bw100,100,rr
12.5345,[Sector: 0 elevation: 0.000000],5653.822005,1,dynamic_continuous_30s,bw100,100,rr
12.535,[Sector: 0 elevation: 0.000000],5653.2161556,1,dynamic_continuous_30s,bw100,100,rr
12.5355,[Sector: 0 elevation: 0.000000],1454.6372489999999,1,dynamic_continuous_30s,bw100,100,rr
12.5465,[Sector: 0 elevation: 0.000000],4039.8861438,1,dynamic_continuous_30s,bw100,100,rr
12.5565,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
12.6005,[Sector: 0 elevation: 0.000000],5528.392482599999,1,dynamic_continuous_30s,bw100,100,rr
12.6015,[Sector: 0 elevation: 0.000000],5532.494994,1,dynamic_continuous_30s,bw100,100,rr
12.602,[Sector: 0 elevation: 0.000000],5532.494994,1,dynamic_continuous_30s,bw100,100,rr
12.6025,[Sector: 0 elevation: 0.000000],1781.8631532,1,dynamic_continuous_30s,bw100,100,rr
12.614,[Sector: 0 elevation: 0.000000],3590.9998722,1,dynamic_continuous_30s,bw100,100,rr
12.624,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
12.667,[Sector: 0 elevation: 0.000000],4736.7446256,1,dynamic_continuous_30s,bw100,100,rr
12.6675,[Sector: 0 elevation: 0.000000],4762.2519594000005,1,dynamic_continuous_30s,bw100,100,rr
12.668,[Sector: 0 elevation: 0.000000],4749.2689608,1,dynamic_continuous_30s,bw100,100,rr
12.669,[Sector: 0 elevation: 0.000000],3035.3560146000004,1,dynamic_continuous_30s,bw100,100,rr
12.6695,[Sector: 0 elevation: 0.000000],76.5780912,1,dynamic_continuous_30s,bw100,100,rr
12.679,[Sector: 0 elevation: 0.000000],3080.368278,1,dynamic_continuous_30s,bw100,100,rr
12.6795,[Sector: 0 elevation: 0.000000],1025.9524548,1,dynamic_continuous_30s,bw100,100,rr
12.689,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
12.6895,[Sector: 0 elevation: 0.000000],215.9290224,1,dynamic_continuous_30s,bw100,100,rr
12.734,[Sector: 0 elevation: 0.000000],5708.020266,1,dynamic_continuous_30s,bw100,100,rr
12.7345,[Sector: 0 elevation: 0.000000],5702.169423599999,1,dynamic_continuous_30s,bw100,100,rr
12.735,[Sector: 0 elevation: 0.000000],5708.020266,1,dynamic_continuous_30s,bw100,100,rr
12.7355,[Sector: 0 elevation: 0.000000],1316.8385334,1,dynamic_continuous_30s,bw100,100,rr
12.747,[Sector: 0 elevation: 0.000000],4216.6597122,1,dynamic_continuous_30s,bw100,100,rr
12.7475,[Sector: 0 elevation: 0.000000],20.348265599999998,1,dynamic_continuous_30s,bw100,100,rr
12.757,[Sector: 0 elevation: 0.000000],755.8975710000001,1,dynamic_continuous_30s,bw100,100,rr
12.8005,[Sector: 0 elevation: 0.000000],5118.9787116,1,dynamic_continuous_30s,bw100,100,rr
12.8015,[Sector: 0 elevation: 0.000000],5126.1578082,1,dynamic_continuous_30s,bw100,100,rr
12.802,[Sector: 0 elevation: 0.000000],5130.2133791999995,1,dynamic_continuous_30s,bw100,100,rr
12.8025,[Sector: 0 elevation: 0.000000],2531.8685106000003,1,dynamic_continuous_30s,bw100,100,rr
12.8125,[Sector: 0 elevation: 0.000000],3117.4567632,1,dynamic_continuous_30s,bw100,100,rr
12.8225,[Sector: 0 elevation: 0.000000],441.9319320000001,1,dynamic_continuous_30s,bw100,100,rr
12.867,[Sector: 0 elevation: 0.000000],5151.1647096,1,dynamic_continuous_30s,bw100,100,rr
12.8675,[Sector: 0 elevation: 0.000000],5175.3823758,1,dynamic_continuous_30s,bw100,100,rr
12.868,[Sector: 0 elevation: 0.000000],5151.1647096,1,dynamic_continuous_30s,bw100,100,rr
12.869,[Sector: 0 elevation: 0.000000],2210.7659418000003,1,dynamic_continuous_30s,bw100,100,rr
12.879,[Sector: 0 elevation: 0.000000],3680.011998,1,dynamic_continuous_30s,bw100,100,rr
12.889,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
12.934,[Sector: 0 elevation: 0.000000],5488.2047376,1,dynamic_continuous_30s,bw100,100,rr
12.9345,[Sector: 0 elevation: 0.000000],5501.1877362000005,1,dynamic_continuous_30s,bw100,100,rr
12.935,[Sector: 0 elevation: 0.000000],5488.2047376,1,dynamic_continuous_30s,bw100,100,rr
12.9355,[Sector: 0 elevation: 0.000000],1603.9888722,1,dynamic_continuous_30s,bw100,100,rr
12.9465,[Sector: 0 elevation: 0.000000],4108.355082,1,dynamic_continuous_30s,bw100,100,rr
12.947,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
12.9565,[Sector: 0 elevation: 0.000000],755.8975710000001,1,dynamic_continuous_30s,bw100,100,rr
13.0005,[Sector: 0 elevation: 0.000000],5289.3723635999995,1,dynamic_continuous_30s,bw100,100,rr
13.0015,[Sector: 0 elevation: 0.000000],5300.3580084,1,dynamic_continuous_30s,bw100,100,rr
13.002,[Sector: 0 elevation: 0.000000],5291.1206946,1,dynamic_continuous_30s,bw100,100,rr
13.0025,[Sector: 0 elevation: 0.000000],2082.3183108,1,dynamic_continuous_30s,bw100,100,rr
13.003,[Sector: 0 elevation: 0.000000],7.6142898,1,dynamic_continuous_30s,bw100,100,rr
13.014,[Sector: 0 elevation: 0.000000],4270.575933,1,dynamic_continuous_30s,bw100,100,rr
13.024,[Sector: 0 elevation: 0.000000],619.706763,1,dynamic_continuous_30s,bw100,100,rr
13.067,[Sector: 0 elevation: 0.000000],5330.541879,1,dynamic_continuous_30s,bw100,100,rr
13.0675,[Sector: 0 elevation: 0.000000],5338.9637028,1,dynamic_continuous_30s,bw100,100,rr
13.068,[Sector: 0 elevation: 0.000000],5332.29021,1,dynamic_continuous_30s,bw100,100,rr
13.069,[Sector: 0 elevation: 0.000000],2062.9872198,1,dynamic_continuous_30s,bw100,100,rr
13.0695,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
13.0795,[Sector: 0 elevation: 0.000000],4212.5918094,1,dynamic_continuous_30s,bw100,100,rr
13.08,[Sector: 0 elevation: 0.000000],17.994085199999997,1,dynamic_continuous_30s,bw100,100,rr
13.0895,[Sector: 0 elevation: 0.000000],755.8975710000001,1,dynamic_continuous_30s,bw100,100,rr
13.134,[Sector: 0 elevation: 0.000000],5100.4631106,1,dynamic_continuous_30s,bw100,100,rr
13.1345,[Sector: 0 elevation: 0.000000],5111.697778199999,1,dynamic_continuous_30s,bw100,100,rr
13.135,[Sector: 0 elevation: 0.000000],5111.697778199999,1,dynamic_continuous_30s,bw100,100,rr
13.1355,[Sector: 0 elevation: 0.000000],2344.4621460000003,1,dynamic_continuous_30s,bw100,100,rr
13.1455,[Sector: 0 elevation: 0.000000],3392.45829,1,dynamic_continuous_30s,bw100,100,rr
13.1555,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
13.2005,[Sector: 0 elevation: 0.000000],5073.7846536,1,dynamic_continuous_30s,bw100,100,rr
13.2015,[Sector: 0 elevation: 0.000000],5088.0573198,1,dynamic_continuous_30s,bw100,100,rr
13.202,[Sector: 0 elevation: 0.000000],5086.3089887999995,1,dynamic_continuous_30s,bw100,100,rr
13.2025,[Sector: 0 elevation: 0.000000],2486.0125133999995,1,dynamic_continuous_30s,bw100,100,rr
13.203,[Sector: 0 elevation: 0.000000],19.1445228,1,dynamic_continuous_30s,bw100,100,rr
13.2125,[Sector: 0 elevation: 0.000000],3493.4959098,1,dynamic_continuous_30s,bw100,100,rr
13.213,[Sector: 0 elevation: 0.000000],1193.2162164,1,dynamic_continuous_30s,bw100,100,rr
13.2225,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
13.223,[Sector: 0 elevation: 0.000000],209.7058392,1,dynamic_continuous_30s,bw100,100,rr
13.267,[Sector: 0 elevation: 0.000000],5655.570336,1,dynamic_continuous_30s,bw100,100,rr
13.2675,[Sector: 0 elevation: 0.000000],5649.7194936,1,dynamic_continuous_30s,bw100,100,rr
13.268,[Sector: 0 elevation: 0.000000],5657.3186670000005,1,dynamic_continuous_30s,bw100,100,rr
13.269,[Sector: 0 elevation: 0.000000],1452.2830686,1,dynamic_continuous_30s,bw100,100,rr
13.279,[Sector: 0 elevation: 0.000000],4066.7440085999997,1,dynamic_continuous_30s,bw100,100,rr
13.2795,[Sector: 0 elevation: 0.000000],20.348265599999998,1,dynamic_continuous_30s,bw100,100,rr
13.289,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
13.334,[Sector: 0 elevation: 0.000000],5365.1293956,1,dynamic_continuous_30s,bw100,100,rr
13.3345,[Sector: 0 elevation: 0.000000],5370.980238,1,dynamic_continuous_30s,bw100,100,rr
13.335,[Sector: 0 elevation: 0.000000],5376.3640632,1,dynamic_continuous_30s,bw100,100,rr
13.3355,[Sector: 0 elevation: 0.000000],1929.4664454,1,dynamic_continuous_30s,bw100,100,rr
13.3455,[Sector: 0 elevation: 0.000000],3753.1487214,1,dynamic_continuous_30s,bw100,100,rr
13.3555,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
13.4005,[Sector: 0 elevation: 0.000000],5397.064779599999,1,dynamic_continuous_30s,bw100,100,rr
13.4015,[Sector: 0 elevation: 0.000000],5400.5614416,1,dynamic_continuous_30s,bw100,100,rr
13.402,[Sector: 0 elevation: 0.000000],5409.5891148,1,dynamic_continuous_30s,bw100,100,rr
13.4025,[Sector: 0 elevation: 0.000000],1877.0566931999997,1,dynamic_continuous_30s,bw100,100,rr
13.403,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
13.4125,[Sector: 0 elevation: 0.000000],3799.1944691999997,1,dynamic_continuous_30s,bw100,100,rr
13.413,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
13.4225,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
13.423,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
13.467,[Sector: 0 elevation: 0.000000],5437.5031386,1,dynamic_continuous_30s,bw100,100,rr
13.4675,[Sector: 0 elevation: 0.000000],5446.9894752,1,dynamic_continuous_30s,bw100,100,rr
13.468,[Sector: 0 elevation: 0.000000],5439.2514696,1,dynamic_continuous_30s,bw100,100,rr
13.469,[Sector: 0 elevation: 0.000000],1737.6850764,1,dynamic_continuous_30s,bw100,100,rr
13.479,[Sector: 0 elevation: 0.000000],3989.8257984,1,dynamic_continuous_30s,bw100,100,rr
13.489,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
13.534,[Sector: 0 elevation: 0.000000],5599.0178946,1,dynamic_continuous_30s,bw100,100,rr
13.5345,[Sector: 0 elevation: 0.000000],5603.120406,1,dynamic_continuous_30s,bw100,100,rr
13.535,[Sector: 0 elevation: 0.000000],5600.766225599999,1,dynamic_continuous_30s,bw100,100,rr
13.5355,[Sector: 0 elevation: 0.000000],1591.8301152,1,dynamic_continuous_30s,bw100,100,rr
13.547,[Sector: 0 elevation: 0.000000],3882.486231,1,dynamic_continuous_30s,bw100,100,rr
13.557,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
13.6005,[Sector: 0 elevation: 0.000000],5326.4393676,1,dynamic_continuous_30s,bw100,100,rr
13.6015,[Sector: 0 elevation: 0.000000],5344.8145452,1,dynamic_continuous_30s,bw100,100,rr
13.602,[Sector: 0 elevation: 0.000000],5326.4393676,1,dynamic_continuous_30s,bw100,100,rr
13.6025,[Sector: 0 elevation: 0.000000],2067.0897311999997,1,dynamic_continuous_30s,bw100,100,rr
13.603,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
13.6125,[Sector: 0 elevation: 0.000000],3655.3933494000003,1,dynamic_continuous_30s,bw100,100,rr
13.613,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
13.6225,[Sector: 0 elevation: 0.000000],662.8978980000002,1,dynamic_continuous_30s,bw100,100,rr
13.623,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
13.667,[Sector: 0 elevation: 0.000000],5398.8131106,1,dynamic_continuous_30s,bw100,100,rr
13.6675,[Sector: 0 elevation: 0.000000],5398.8131106,1,dynamic_continuous_30s,bw100,100,rr
13.668,[Sector: 0 elevation: 0.000000],5411.3374458,1,dynamic_continuous_30s,bw100,100,rr
13.669,[Sector: 0 elevation: 0.000000],1875.3083622,1,dynamic_continuous_30s,bw100,100,rr
13.6695,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
13.679,[Sector: 0 elevation: 0.000000],3890.6025443999997,1,dynamic_continuous_30s,bw100,100,rr
13.6795,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
13.689,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
13.6895,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
13.734,[Sector: 0 elevation: 0.000000],5437.5031386,1,dynamic_continuous_30s,bw100,100,rr
13.7345,[Sector: 0 elevation: 0.000000],5437.5031386,1,dynamic_continuous_30s,bw100,100,rr
13.735,[Sector: 0 elevation: 0.000000],5448.7378062,1,dynamic_continuous_30s,bw100,100,rr
13.7355,[Sector: 0 elevation: 0.000000],1737.6850764,1,dynamic_continuous_30s,bw100,100,rr
13.7455,[Sector: 0 elevation: 0.000000],3779.1123318,1,dynamic_continuous_30s,bw100,100,rr
13.7465,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
13.7555,[Sector: 0 elevation: 0.000000],660.3794262000001,1,dynamic_continuous_30s,bw100,100,rr
13.8005,[Sector: 0 elevation: 0.000000],5271.802731,1,dynamic_continuous_30s,bw100,100,rr
13.8015,[Sector: 0 elevation: 0.000000],5282.1825264,1,dynamic_continuous_30s,bw100,100,rr
13.802,[Sector: 0 elevation: 0.000000],5273.5510620000005,1,dynamic_continuous_30s,bw100,100,rr
13.8025,[Sector: 0 elevation: 0.000000],2136.3009642,1,dynamic_continuous_30s,bw100,100,rr
13.803,[Sector: 0 elevation: 0.000000],7.6142898,1,dynamic_continuous_30s,bw100,100,rr
13.813,[Sector: 0 elevation: 0.000000],4273.1206596,1,dynamic_continuous_30s,bw100,100,rr
13.823,[Sector: 0 elevation: 0.000000],730.1897460000001,1,dynamic_continuous_30s,bw100,100,rr
13.867,[Sector: 0 elevation: 0.000000],5229.138681,1,dynamic_continuous_30s,bw100,100,rr
13.8675,[Sector: 0 elevation: 0.000000],5223.287838599999,1,dynamic_continuous_30s,bw100,100,rr
13.868,[Sector: 0 elevation: 0.000000],5241.6630162,1,dynamic_continuous_30s,bw100,100,rr
13.869,[Sector: 0 elevation: 0.000000],2330.3796282,1,dynamic_continuous_30s,bw100,100,rr
13.8695,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
13.879,[Sector: 0 elevation: 0.000000],3412.5873678,1,dynamic_continuous_30s,bw100,100,rr
13.8795,[Sector: 0 elevation: 0.000000],616.9563737999999,1,dynamic_continuous_30s,bw100,100,rr
13.889,[Sector: 0 elevation: 0.000000],441.9319320000001,1,dynamic_continuous_30s,bw100,100,rr
13.8895,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
13.934,[Sector: 0 elevation: 0.000000],5649.7194936,1,dynamic_continuous_30s,bw100,100,rr
13.9345,[Sector: 0 elevation: 0.000000],5657.3186670000005,1,dynamic_continuous_30s,bw100,100,rr
13.935,[Sector: 0 elevation: 0.000000],5649.7194936,1,dynamic_continuous_30s,bw100,100,rr
13.9355,[Sector: 0 elevation: 0.000000],1458.133911,1,dynamic_continuous_30s,bw100,100,rr
13.9465,[Sector: 0 elevation: 0.000000],3962.7232866,1,dynamic_continuous_30s,bw100,100,rr
13.9565,[Sector: 0 elevation: 0.000000],628.9930062000001,1,dynamic_continuous_30s,bw100,100,rr
13.957,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
14.0005,[Sector: 0 elevation: 0.000000],5240.3057226,1,dynamic_continuous_30s,bw100,100,rr
14.0015,[Sector: 0 elevation: 0.000000],5251.5403902,1,dynamic_continuous_30s,bw100,100,rr
14.002,[Sector: 0 elevation: 0.000000],5245.130638799999,1,dynamic_continuous_30s,bw100,100,rr
14.0025,[Sector: 0 elevation: 0.000000],2209.8875994,1,dynamic_continuous_30s,bw100,100,rr
14.0125,[Sector: 0 elevation: 0.000000],3426.515937,1,dynamic_continuous_30s,bw100,100,rr
14.0225,[Sector: 0 elevation: 0.000000],549.8964432,1,dynamic_continuous_30s,bw100,100,rr
14.067,[Sector: 0 elevation: 0.000000],5023.0830546,1,dynamic_continuous_30s,bw100,100,rr
14.0675,[Sector: 0 elevation: 0.000000],5035.6073897999995,1,dynamic_continuous_30s,bw100,100,rr
14.068,[Sector: 0 elevation: 0.000000],5035.6073897999995,1,dynamic_continuous_30s,bw100,100,rr
14.069,[Sector: 0 elevation: 0.000000],2619.7087175999995,1,dynamic_continuous_30s,bw100,100,rr
14.0695,[Sector: 0 elevation: 0.000000],19.1445228,1,dynamic_continuous_30s,bw100,100,rr
14.079,[Sector: 0 elevation: 0.000000],3287.2875282,1,dynamic_continuous_30s,bw100,100,rr
14.0795,[Sector: 0 elevation: 0.000000],1193.2162164,1,dynamic_continuous_30s,bw100,100,rr
14.089,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
14.0895,[Sector: 0 elevation: 0.000000],209.7058392,1,dynamic_continuous_30s,bw100,100,rr
14.134,[Sector: 0 elevation: 0.000000],5318.530308,1,dynamic_continuous_30s,bw100,100,rr
14.1345,[Sector: 0 elevation: 0.000000],5323.9141332,1,dynamic_continuous_30s,bw100,100,rr
14.135,[Sector: 0 elevation: 0.000000],5320.278639,1,dynamic_continuous_30s,bw100,100,rr
14.1355,[Sector: 0 elevation: 0.000000],2059.0601382,1,dynamic_continuous_30s,bw100,100,rr
14.1465,[Sector: 0 elevation: 0.000000],3589.9930403999997,1,dynamic_continuous_30s,bw100,100,rr
14.147,[Sector: 0 elevation: 0.000000],20.348265599999998,1,dynamic_continuous_30s,bw100,100,rr
14.1565,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
14.2005,[Sector: 0 elevation: 0.000000],5383.3048776,1,dynamic_continuous_30s,bw100,100,rr
14.2015,[Sector: 0 elevation: 0.000000],5398.0362072,1,dynamic_continuous_30s,bw100,100,rr
14.202,[Sector: 0 elevation: 0.000000],5385.053208599999,1,dynamic_continuous_30s,bw100,100,rr
14.2025,[Sector: 0 elevation: 0.000000],1874.8779426,1,dynamic_continuous_30s,bw100,100,rr
14.213,[Sector: 0 elevation: 0.000000],3742.6483926,1,dynamic_continuous_30s,bw100,100,rr
14.223,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
14.267,[Sector: 0 elevation: 0.000000],5060.0247516,1,dynamic_continuous_30s,bw100,100,rr
14.2675,[Sector: 0 elevation: 0.000000],5074.7560812,1,dynamic_continuous_30s,bw100,100,rr
14.268,[Sector: 0 elevation: 0.000000],5072.5490868,1,dynamic_continuous_30s,bw100,100,rr
14.269,[Sector: 0 elevation: 0.000000],2483.8337628,1,dynamic_continuous_30s,bw100,100,rr
14.2695,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
14.279,[Sector: 0 elevation: 0.000000],3460.277223,1,dynamic_continuous_30s,bw100,100,rr
14.2795,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
14.289,[Sector: 0 elevation: 0.000000],552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr
14.2895,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
14.334,[Sector: 0 elevation: 0.000000],5703.9177546,1,dynamic_continuous_30s,bw100,100,rr
14.3345,[Sector: 0 elevation: 0.000000],5706.271935,1,dynamic_continuous_30s,bw100,100,rr
14.335,[Sector: 0 elevation: 0.000000],5703.9177546,1,dynamic_continuous_30s,bw100,100,rr
14.3355,[Sector: 0 elevation: 0.000000],1320.9410447999999,1,dynamic_continuous_30s,bw100,100,rr
14.3465,[Sector: 0 elevation: 0.000000],4209.7877172,1,dynamic_continuous_30s,bw100,100,rr
14.3565,[Sector: 0 elevation: 0.000000],753.3790992,1,dynamic_continuous_30s,bw100,100,rr
14.4005,[Sector: 0 elevation: 0.000000],5387.7475079999995,1,dynamic_continuous_30s,bw100,100,rr
14.4015,[Sector: 0 elevation: 0.000000],5385.999177,1,dynamic_continuous_30s,bw100,100,rr
14.402,[Sector: 0 elevation: 0.000000],5394.3207552,1,dynamic_continuous_30s,bw100,100,rr
14.4025,[Sector: 0 elevation: 0.000000],2112.7702986,1,dynamic_continuous_30s,bw100,100,rr
14.414,[Sector: 0 elevation: 0.000000],3374.4427236,1,dynamic_continuous_30s,bw100,100,rr
14.424,[Sector: 0 elevation: 0.000000],543.67326,1,dynamic_continuous_30s,bw100,100,rr
14.467,[Sector: 0 elevation: 0.000000],5003.1592416,1,dynamic_continuous_30s,bw100,100,rr
14.4675,[Sector: 0 elevation: 0.000000],5028.207912,1,dynamic_continuous_30s,bw100,100,rr
14.468,[Sector: 0 elevation: 0.000000],5007.261753,1,dynamic_continuous_30s,bw100,100,rr
14.469,[Sector: 0 elevation: 0.000000],2676.0455513999996,1,dynamic_continuous_30s,bw100,100,rr
14.4695,[Sector: 0 elevation: 0.000000],19.1445228,1,dynamic_continuous_30s,bw100,100,rr
14.479,[Sector: 0 elevation: 0.000000],3297.9760164,1,dynamic_continuous_30s,bw100,100,rr
14.4795,[Sector: 0 elevation: 0.000000],1193.2162164,1,dynamic_continuous_30s,bw100,100,rr
14.489,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
14.4895,[Sector: 0 elevation: 0.000000],203.482656,1,dynamic_continuous_30s,bw100,100,rr
14.534,[Sector: 0 elevation: 0.000000],5774.5431666,1,dynamic_continuous_30s,bw100,100,rr
14.5345,[Sector: 0 elevation: 0.000000],5772.7948356,1,dynamic_continuous_30s,bw100,100,rr
14.535,[Sector: 0 elevation: 0.000000],5776.2914976,1,dynamic_continuous_30s,bw100,100,rr
14.5355,[Sector: 0 elevation: 0.000000],1130.9080067999998,1,dynamic_continuous_30s,bw100,100,rr
14.5455,[Sector: 0 elevation: 0.000000],4325.6549232,1,dynamic_continuous_30s,bw100,100,rr
14.5555,[Sector: 0 elevation: 0.000000],762.1207542000001,1,dynamic_continuous_30s,bw100,100,rr
14.6005,[Sector: 0 elevation: 0.000000],4983.238611,1,dynamic_continuous_30s,bw100,100,rr
14.6015,[Sector: 0 elevation: 0.000000],4986.8741052,1,dynamic_continuous_30s,bw100,100,rr
14.602,[Sector: 0 elevation: 0.000000],4994.4732786,1,dynamic_continuous_30s,bw100,100,rr
14.6025,[Sector: 0 elevation: 0.000000],2664.0888768000004,1,dynamic_continuous_30s,bw100,100,rr
14.6125,[Sector: 0 elevation: 0.000000],3197.7606491999995,1,dynamic_continuous_30s,bw100,100,rr
14.6225,[Sector: 0 elevation: 0.000000],441.9319320000001,1,dynamic_continuous_30s,bw100,100,rr
14.667,[Sector: 0 elevation: 0.000000],5041.849269599999,1,dynamic_continuous_30s,bw100,100,rr
14.6675,[Sector: 0 elevation: 0.000000],5065.6082724,1,dynamic_continuous_30s,bw100,100,rr
14.668,[Sector: 0 elevation: 0.000000],5045.951781,1,dynamic_continuous_30s,bw100,100,rr
14.669,[Sector: 0 elevation: 0.000000],2538.4222655999997,1,dynamic_continuous_30s,bw100,100,rr
14.6695,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
14.679,[Sector: 0 elevation: 0.000000],3372.2611884000003,1,dynamic_continuous_30s,bw100,100,rr
14.6795,[Sector: 0 elevation: 0.000000],596.6081082,1,dynamic_continuous_30s,bw100,100,rr
14.689,[Sector: 0 elevation: 0.000000],654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr
14.6895,[Sector: 0 elevation: 0.000000],101.741328,1,dynamic_continuous_30s,bw100,100,rr
14.734,[Sector: 0 elevation: 0.000000],5488.2047376,1,dynamic_continuous_30s,bw100,100,rr
14.7345,[Sector: 0 elevation: 0.000000],5489.9530686,1,dynamic_continuous_30s,bw100,100,rr
14.735,[Sector: 0 elevation: 0.000000],5499.4394052,1,dynamic_continuous_30s,bw100,100,rr
14.7355,[Sector: 0 elevation: 0.000000],1603.9888722,1,dynamic_continuous_30s,bw100,100,rr
14.7465,[Sector: 0 elevation: 0.000000],3994.0619705999998,1,dynamic_continuous_30s,bw100,100,rr
14.747,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
14.7565,[Sector: 0 elevation: 0.000000],730.7343342000001,1,dynamic_continuous_30s,bw100,100,rr
14.757,[Sector: 0 elevation: 0.000000],9.5722614,1,dynamic_continuous_30s,bw100,100,rr
14.8005,[Sector: 0 elevation: 0.000000],5772.7948356,1,dynamic_continuous_30s,bw100,100,rr
14.8015,[Sector: 0 elevation: 0.000000],5774.5431666,1,dynamic_continuous_30s,bw100,100,rr
14.802,[Sector: 0 elevation: 0.000000],5774.5431666,1,dynamic_continuous_30s,bw100,100,rr
14.8025,[Sector: 0 elevation: 0.000000],1132.6563377999998,1,dynamic_continuous_30s,bw100,100,rr
14.815,[Sector: 0 elevation: 0.000000],4323.9065922,1,dynamic_continuous_30s,bw100,100,rr
14.825,[Sector: 0 elevation: 0.000000],733.8944574000001,1,dynamic_continuous_30s,bw100,100,rr
14.867,[Sector: 0 elevation: 0.000000],5302.7090064,1,dynamic_continuous_30s,bw100,100,rr
14.8675,[Sector: 0 elevation: 0.000000],5305.738651199999,1,dynamic_continuous_30s,bw100,100,rr
14.868,[Sector: 0 elevation: 0.000000],5302.7090064,1,dynamic_continuous_30s,bw100,100,rr
14.869,[Sector: 0 elevation: 0.000000],2111.2944606,1,dynamic_continuous_30s,bw100,100,rr
