time_s,beam_id,backlog_total_bytes,ues_com_backlog,ues_atendidos,starvation_real_pct,vazao_estimada_mbps,seed,scenario,bandwidth,bandwidth_mhz,mode,jain_backlog,jain_alocacao
10.5255,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
10.6005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5326.4393676,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
10.6015,[Sector: 0 elevation: 0.000000],77651,9,9,0.0,5332.29021,1,dynamic_continuous_30s,bw100,100,rr,0.9956619442019081,0.9997174183338985
10.602,[Sector: 0 elevation: 0.000000],45253,9,9,0.0,5338.9637028,1,dynamic_continuous_30s,bw100,100,rr,0.9498015103417834,0.9997174183338985
10.6025,[Sector: 0 elevation: 0.000000],12825,9,9,0.0,2067.0897311999997,1,dynamic_continuous_30s,bw100,100,rr,0.39821950219579766,0.29174991342337303
10.603,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
10.6125,[Sector: 0 elevation: 0.000000],21462,8,8,0.0,3595.7118132,1,dynamic_continuous_30s,bw100,100,rr,0.8389862655317416,0.8071995118974985
10.613,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
10.6225,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6666666666666666
10.623,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
10.7005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5398.8131106,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
10.7015,[Sector: 0 elevation: 0.000000],77255,9,9,0.0,5409.5891148,1,dynamic_continuous_30s,bw100,100,rr,0.9956574648589817,0.9997174183338985
10.702,[Sector: 0 elevation: 0.000000],44441,9,9,0.0,5400.5614416,1,dynamic_continuous_30s,bw100,100,rr,0.9486623096971928,0.9997174183338985
10.7025,[Sector: 0 elevation: 0.000000],11670,9,9,0.0,1875.3083622,1,dynamic_continuous_30s,bw100,100,rr,0.3623354631455644,0.2585695912318962
10.703,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
10.714,[Sector: 0 elevation: 0.000000],26196,9,9,0.0,4473.1539918,1,dynamic_continuous_30s,bw100,100,rr,0.9801966347275851,0.9911396068478817
10.724,[Sector: 0 elevation: 0.000000],3864,7,7,0.0,755.8975710000001,1,dynamic_continuous_30s,bw100,100,rr,0.7777777777777778,0.7777777777777778
10.8005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5102.2114416,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
10.8015,[Sector: 0 elevation: 0.000000],78499,9,9,0.0,5109.9494472,1,dynamic_continuous_30s,bw100,100,rr,0.9951637126859063,0.9997174183338985
10.802,[Sector: 0 elevation: 0.000000],46950,9,9,0.0,5113.4461092,1,dynamic_continuous_30s,bw100,100,rr,0.9479537814470356,0.9997174183338985
10.8025,[Sector: 0 elevation: 0.000000],15381,9,9,0.0,2342.713815,1,dynamic_continuous_30s,bw100,100,rr,0.45921555725087165,0.3880784740861763
10.813,[Sector: 0 elevation: 0.000000],20678,9,9,0.0,3469.6004616,1,dynamic_continuous_30s,bw100,100,rr,0.8399671080282775,0.8398441212812471
10.823,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,543.67326,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
10.9005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5003.1592416,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
10.9015,[Sector: 0 elevation: 0.000000],79243,9,9,0.0,5028.207912,1,dynamic_continuous_30s,bw100,100,rr,0.9929968465105091,0.9997174183338985
10.902,[Sector: 0 elevation: 0.000000],48344,9,9,0.0,5007.261753,1,dynamic_continuous_30s,bw100,100,rr,0.9256655193715573,0.9997174183338985
10.9025,[Sector: 0 elevation: 0.000000],17548,9,9,0.0,2676.0455513999996,1,dynamic_continuous_30s,bw100,100,rr,0.42403868719750426,0.35307860108366756
10.903,[Sector: 0 elevation: 0.000000],20,2,2,0.0,19.1445228,1,dynamic_continuous_30s,bw100,100,rr,0.2222222222222222,0.2222222222222222
10.9125,[Sector: 0 elevation: 0.000000],19198,7,7,0.0,3256.2332711999998,1,dynamic_continuous_30s,bw100,100,rr,0.7328970001284826,0.7270448042946052
10.913,[Sector: 0 elevation: 0.000000],7104,3,3,0.0,1208.7395657999998,1,dynamic_continuous_30s,bw100,100,rr,0.22284828569223478,0.23037087807478487
10.9225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
10.923,[Sector: 0 elevation: 0.000000],1566,3,3,0.0,291.8690424,1,dynamic_continuous_30s,bw100,100,rr,0.3311458196613729,0.32996632996632996
11.0005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5774.5431666,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.0015,[Sector: 0 elevation: 0.000000],75363,9,9,0.0,5772.7948356,1,dynamic_continuous_30s,bw100,100,rr,0.9997114915889446,0.9997174183338985
11.002,[Sector: 0 elevation: 0.000000],40720,9,9,0.0,5776.2914976,1,dynamic_continuous_30s,bw100,100,rr,0.997606365720979,0.9997174183338985
11.0025,[Sector: 0 elevation: 0.000000],6057,9,9,0.0,1130.9080067999998,1,dynamic_continuous_30s,bw100,100,rr,0.7538654839152927,0.790154711673699
11.0145,[Sector: 0 elevation: 0.000000],25734,9,9,0.0,4319.7527646,1,dynamic_continuous_30s,bw100,100,rr,0.9847141311843495,0.9911111111111112
11.0245,[Sector: 0 elevation: 0.000000],3864,7,7,0.0,762.1207542000001,1,dynamic_continuous_30s,bw100,100,rr,0.7777777777777778,0.7741935483870968
11.1005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,4983.238611,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.1015,[Sector: 0 elevation: 0.000000],79162,9,9,0.0,4986.8741052,1,dynamic_continuous_30s,bw100,100,rr,0.9953297292340829,0.9997174183338985
11.102,[Sector: 0 elevation: 0.000000],48299,9,9,0.0,4994.4732786,1,dynamic_continuous_30s,bw100,100,rr,0.952659859313638,0.9997174183338985
11.1025,[Sector: 0 elevation: 0.000000],17393,9,9,0.0,2664.0888768000004,1,dynamic_continuous_30s,bw100,100,rr,0.5288123288584311,0.44912280701754387
11.1125,[Sector: 0 elevation: 0.000000],18703,9,9,0.0,3219.341697,1,dynamic_continuous_30s,bw100,100,rr,0.7964433410153656,0.8358444224495033
11.113,[Sector: 0 elevation: 0.000000],10,1,1,0.0,20.348265599999998,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
11.1225,[Sector: 0 elevation: 0.000000],2208,4,4,0.0,441.9319320000001,1,dynamic_continuous_30s,bw100,100,rr,0.4444444444444444,0.4444444444444444
11.2005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5365.1293956,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.2015,[Sector: 0 elevation: 0.000000],77332,9,9,0.0,5378.1123941999995,1,dynamic_continuous_30s,bw100,100,rr,0.9969331609975957,0.9997174183338985
11.202,[Sector: 0 elevation: 0.000000],44586,9,9,0.0,5369.231906999999,1,dynamic_continuous_30s,bw100,100,rr,0.9618398742182513,0.9997174183338985
11.2025,[Sector: 0 elevation: 0.000000],11879,9,9,0.0,1929.4664454,1,dynamic_continuous_30s,bw100,100,rr,0.44352087480086166,0.3565642043768969
11.213,[Sector: 0 elevation: 0.000000],22014,9,9,0.0,3670.4819034,1,dynamic_continuous_30s,bw100,100,rr,0.8783113505837777,0.8598499802605606
11.223,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6666666666666666
11.3005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5061.7730826,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.3015,[Sector: 0 elevation: 0.000000],78828,9,9,0.0,5073.0077502,1,dynamic_continuous_30s,bw100,100,rr,0.9941852500827671,0.9997174183338985
11.302,[Sector: 0 elevation: 0.000000],47588,9,9,0.0,5074.2974178,1,dynamic_continuous_30s,bw100,100,rr,0.9380400109178618,0.9997174183338985
11.3025,[Sector: 0 elevation: 0.000000],16337,9,9,0.0,2482.0854318,1,dynamic_continuous_30s,bw100,100,rr,0.4388443855687164,0.35487566049588
11.303,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
11.3125,[Sector: 0 elevation: 0.000000],20116,8,8,0.0,3461.8616604,1,dynamic_continuous_30s,bw100,100,rr,0.8029617859174886,0.8239216051105529
11.313,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
11.3225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
11.323,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
11.4005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5651.467824599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.4015,[Sector: 0 elevation: 0.000000],76049,9,9,0.0,5655.570336,1,dynamic_continuous_30s,bw100,100,rr,0.9993322526784622,0.9997174183338985
11.402,[Sector: 0 elevation: 0.000000],42059,9,9,0.0,5651.467824599999,1,dynamic_continuous_30s,bw100,100,rr,0.9904467049150784,0.9997174183338985
11.4025,[Sector: 0 elevation: 0.000000],8092,9,9,0.0,1456.38558,1,dynamic_continuous_30s,bw100,100,rr,0.6434750013895345,0.6343612334801763
11.413,[Sector: 0 elevation: 0.000000],23736,9,9,0.0,4041.7068744,1,dynamic_continuous_30s,bw100,100,rr,0.9429283503774606,0.9400086318515322
11.423,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6538952745849298
11.5005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5409.419652,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.5015,[Sector: 0 elevation: 0.000000],77398,9,9,0.0,5409.419652,1,dynamic_continuous_30s,bw100,100,rr,0.9988419330250672,0.9997174183338985
11.502,[Sector: 0 elevation: 0.000000],44780,9,9,0.0,5411.7738324,1,dynamic_continuous_30s,bw100,100,rr,0.9868819437916697,0.9997174183338985
11.5025,[Sector: 0 elevation: 0.000000],12149,9,9,0.0,2104.986546,1,dynamic_continuous_30s,bw100,100,rr,0.7032452165389644,0.686641697877653
11.5145,[Sector: 0 elevation: 0.000000],19753,9,9,0.0,3339.4776948,1,dynamic_continuous_30s,bw100,100,rr,0.8665123133695191,0.9238919063903976
11.515,[Sector: 0 elevation: 0.000000],10,1,1,0.0,10.861929000000002,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
11.5245,[Sector: 0 elevation: 0.000000],2208,4,4,0.0,441.9319320000001,1,dynamic_continuous_30s,bw100,100,rr,0.4444444444444444,0.4444444444444444
11.6005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5151.1647096,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.6015,[Sector: 0 elevation: 0.000000],78219,9,9,0.0,5164.1477082,1,dynamic_continuous_30s,bw100,100,rr,0.9950945972357881,0.9997174183338985
11.602,[Sector: 0 elevation: 0.000000],46360,9,9,0.0,5162.399377199999,1,dynamic_continuous_30s,bw100,100,rr,0.9445624531353225,0.9997174183338985
11.6025,[Sector: 0 elevation: 0.000000],14511,9,9,0.0,2210.7659418000003,1,dynamic_continuous_30s,bw100,100,rr,0.42335365421261656,0.36294188925767873
11.6125,[Sector: 0 elevation: 0.000000],21479,9,9,0.0,3542.4977094,1,dynamic_continuous_30s,bw100,100,rr,0.8482721974828198,0.8081090527787487
11.6225,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6666666666666666
11.7005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,4738.4929566,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.7015,[Sector: 0 elevation: 0.000000],80420,9,9,0.0,4760.5036284,1,dynamic_continuous_30s,bw100,100,rr,0.9922352048005759,0.9997174183338985
11.702,[Sector: 0 elevation: 0.000000],50719,9,9,0.0,4751.0172918,1,dynamic_continuous_30s,bw100,100,rr,0.9239834098055129,0.9997174183338985
11.7025,[Sector: 0 elevation: 0.000000],21060,9,9,0.0,3033.6076836,1,dynamic_continuous_30s,bw100,100,rr,0.4813940088305778,0.4261126166817224
11.703,[Sector: 0 elevation: 0.000000],420,2,2,0.0,76.5780912,1,dynamic_continuous_30s,bw100,100,rr,0.2222222222222222,0.2222222222222222
11.7125,[Sector: 0 elevation: 0.000000],17852,7,7,0.0,3075.7295322,1,dynamic_continuous_30s,bw100,100,rr,0.6961120852498187,0.7138168910320809
11.713,[Sector: 0 elevation: 0.000000],6676,2,2,0.0,1144.2629484,1,dynamic_continuous_30s,bw100,100,rr,0.2222222222222222,0.2219178082191781
11.7225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
11.723,[Sector: 0 elevation: 0.000000],1104,2,2,0.0,215.9290224,1,dynamic_continuous_30s,bw100,100,rr,0.2222222222222222,0.2222222222222222
11.8005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5708.020266,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.8015,[Sector: 0 elevation: 0.000000],75726,9,9,0.0,5702.169423599999,1,dynamic_continuous_30s,bw100,100,rr,0.9990546653632703,0.9997174183338985
11.802,[Sector: 0 elevation: 0.000000],41469,9,9,0.0,5708.020266,1,dynamic_continuous_30s,bw100,100,rr,0.9905484705260691,0.9997174183338985
11.8025,[Sector: 0 elevation: 0.000000],7179,9,9,0.0,1316.8385334,1,dynamic_continuous_30s,bw100,100,rr,0.5631876834629845,0.5581979125379839
11.814,[Sector: 0 elevation: 0.000000],24580,9,9,0.0,4176.7014978,1,dynamic_continuous_30s,bw100,100,rr,0.9407849501215637,0.9340788699234844
11.8145,[Sector: 0 elevation: 0.000000],10,1,1,0.0,20.348265599999998,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
11.824,[Sector: 0 elevation: 0.000000],3864,7,7,0.0,768.3439374000001,1,dynamic_continuous_30s,bw100,100,rr,0.7777777777777778,0.7721376198533559
11.9005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5411.167982999999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
11.9015,[Sector: 0 elevation: 0.000000],77388,9,9,0.0,5407.671321,1,dynamic_continuous_30s,bw100,100,rr,0.9987243359460297,0.9997174183338985
11.902,[Sector: 0 elevation: 0.000000],44780,9,9,0.0,5415.2704944,1,dynamic_continuous_30s,bw100,100,rr,0.9868819437916697,0.9997174183338985
11.9025,[Sector: 0 elevation: 0.000000],12129,9,9,0.0,2101.489884,1,dynamic_continuous_30s,bw100,100,rr,0.6886622836961764,0.6769609488642722
11.9145,[Sector: 0 elevation: 0.000000],19773,9,9,0.0,3291.2742798,1,dynamic_continuous_30s,bw100,100,rr,0.8592989336284139,0.9009602938077607
11.9245,[Sector: 0 elevation: 0.000000],2208,4,4,0.0,441.9319320000001,1,dynamic_continuous_30s,bw100,100,rr,0.4444444444444444,0.4444444444444444
12.0005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5273.989437599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.0015,[Sector: 0 elevation: 0.000000],77951,9,9,0.0,5290.0104347999995,1,dynamic_continuous_30s,bw100,100,rr,0.9959115221485267,0.9997174183338985
12.002,[Sector: 0 elevation: 0.000000],45803,9,9,0.0,5278.091949,1,dynamic_continuous_30s,bw100,100,rr,0.9514742669047402,0.9997174183338985
12.0025,[Sector: 0 elevation: 0.000000],13715,9,9,0.0,2202.5342664,1,dynamic_continuous_30s,bw100,100,rr,0.4404256277391132,0.3160227825789564
12.003,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.0125,[Sector: 0 elevation: 0.000000],20641,8,8,0.0,3504.4934886,1,dynamic_continuous_30s,bw100,100,rr,0.8362253431724419,0.8582037270561861
12.013,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.0225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,549.8964432,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5522875816993464
12.023,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.1005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5326.4393676,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.1015,[Sector: 0 elevation: 0.000000],77651,9,9,0.0,5332.29021,1,dynamic_continuous_30s,bw100,100,rr,0.9956619442019081,0.9997174183338985
12.102,[Sector: 0 elevation: 0.000000],45253,9,9,0.0,5338.9637028,1,dynamic_continuous_30s,bw100,100,rr,0.9498015103417834,0.9997174183338985
12.1025,[Sector: 0 elevation: 0.000000],12825,9,9,0.0,2067.0897311999997,1,dynamic_continuous_30s,bw100,100,rr,0.39821950219579766,0.29174991342337303
12.103,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.1125,[Sector: 0 elevation: 0.000000],21462,8,8,0.0,3666.5150418000003,1,dynamic_continuous_30s,bw100,100,rr,0.8389862655317416,0.8736271573242048
12.113,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.1225,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6666666666666666
12.123,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.2005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5385.0532086,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.2015,[Sector: 0 elevation: 0.000000],77236,9,9,0.0,5386.8015396,1,dynamic_continuous_30s,bw100,100,rr,0.9971571808557159,0.9997174183338985
12.202,[Sector: 0 elevation: 0.000000],44446,9,9,0.0,5396.2878762,1,dynamic_continuous_30s,bw100,100,rr,0.9666163991102353,0.9997174183338985
12.2025,[Sector: 0 elevation: 0.000000],11614,9,9,0.0,1873.1296116,1,dynamic_continuous_30s,bw100,100,rr,0.45718513377409936,0.34934497816593885
12.213,[Sector: 0 elevation: 0.000000],22380,9,9,0.0,3744.3967236,1,dynamic_continuous_30s,bw100,100,rr,0.9105262314001936,0.8881783462119194
12.223,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
12.3005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5028.0893676,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.3015,[Sector: 0 elevation: 0.000000],78905,9,9,0.0,5052.3070338,1,dynamic_continuous_30s,bw100,100,rr,0.9954485014382968,0.9997174183338985
12.302,[Sector: 0 elevation: 0.000000],47680,9,9,0.0,5032.191879,1,dynamic_continuous_30s,bw100,100,rr,0.9478863810474679,0.9997174183338985
12.3025,[Sector: 0 elevation: 0.000000],16546,9,9,0.0,2536.243515,1,dynamic_continuous_30s,bw100,100,rr,0.4973310047272639,0.4249388510199774
12.3125,[Sector: 0 elevation: 0.000000],19481,9,9,0.0,3346.9794072000004,1,dynamic_continuous_30s,bw100,100,rr,0.8094536500729456,0.8539956212370006
12.3225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
12.4005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5383.3048776,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.4015,[Sector: 0 elevation: 0.000000],77246,9,9,0.0,5398.0362072,1,dynamic_continuous_30s,bw100,100,rr,0.9972747688459715,0.9997174183338985
12.402,[Sector: 0 elevation: 0.000000],44404,9,9,0.0,5385.053208599999,1,dynamic_continuous_30s,bw100,100,rr,0.9648139260334735,0.9997174183338985
12.4025,[Sector: 0 elevation: 0.000000],11624,9,9,0.0,1874.8779426,1,dynamic_continuous_30s,bw100,100,rr,0.46089350457183037,0.3504161191414805
12.413,[Sector: 0 elevation: 0.000000],22370,9,9,0.0,3733.9071354000002,1,dynamic_continuous_30s,bw100,100,rr,0.9136156867671505,0.8935312924276266
12.423,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
12.467,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5041.849269599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.4675,[Sector: 0 elevation: 0.000000],78924,9,9,0.0,5057.1864486,1,dynamic_continuous_30s,bw100,100,rr,0.9940272781276895,0.9997174183338985
12.468,[Sector: 0 elevation: 0.000000],47757,9,9,0.0,5054.3736048,1,dynamic_continuous_30s,bw100,100,rr,0.9356000295284099,0.9997174183338985
12.469,[Sector: 0 elevation: 0.000000],16602,9,9,0.0,2538.4222656,1,dynamic_continuous_30s,bw100,100,rr,0.4365949717459983,0.3644556304294877
12.4695,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.479,[Sector: 0 elevation: 0.000000],19750,8,8,0.0,3399.2324262,1,dynamic_continuous_30s,bw100,100,rr,0.7714420494413539,0.7778408911609707
12.4795,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.489,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6666666666666666
12.4895,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
12.534,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5653.2161556,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.5345,[Sector: 0 elevation: 0.000000],76039,9,9,0.0,5653.822005,1,dynamic_continuous_30s,bw100,100,rr,0.9992151202625746,0.9997174183338985
12.535,[Sector: 0 elevation: 0.000000],42059,9,9,0.0,5653.2161556,1,dynamic_continuous_30s,bw100,100,rr,0.9904467049150784,0.9997174183338985
12.5355,[Sector: 0 elevation: 0.000000],8082,9,9,0.0,1454.6372489999999,1,dynamic_continuous_30s,bw100,100,rr,0.6303049272550989,0.6247288503253796
12.5465,[Sector: 0 elevation: 0.000000],23746,9,9,0.0,4039.8861438,1,dynamic_continuous_30s,bw100,100,rr,0.9400259172392785,0.959739842223706
12.5565,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,654.1562430000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6666666666666666
12.6005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5528.392482599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.6015,[Sector: 0 elevation: 0.000000],76735,9,9,0.0,5532.494994,1,dynamic_continuous_30s,bw100,100,rr,0.9991263704752271,0.9997174183338985
12.602,[Sector: 0 elevation: 0.000000],43431,9,9,0.0,5532.494994,1,dynamic_continuous_30s,bw100,100,rr,0.988335284104945,0.9997174183338985
12.6025,[Sector: 0 elevation: 0.000000],10127,9,9,0.0,1781.8631532,1,dynamic_continuous_30s,bw100,100,rr,0.6622682221542493,0.6475095785440613
12.614,[Sector: 0 elevation: 0.000000],21738,9,9,0.0,3590.9998722,1,dynamic_continuous_30s,bw100,100,rr,0.904423850771669,0.9215766783001437
12.624,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
12.667,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,4736.7446256,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.6675,[Sector: 0 elevation: 0.000000],80430,9,9,0.0,4762.2519594000005,1,dynamic_continuous_30s,bw100,100,rr,0.9923535374984821,0.9997174183338985
12.668,[Sector: 0 elevation: 0.000000],50719,9,9,0.0,4749.2689608,1,dynamic_continuous_30s,bw100,100,rr,0.9239834098055129,0.9997174183338985
12.669,[Sector: 0 elevation: 0.000000],21070,9,9,0.0,3035.3560146000004,1,dynamic_continuous_30s,bw100,100,rr,0.48283109154549814,0.4264361997058894
12.6695,[Sector: 0 elevation: 0.000000],420,2,2,0.0,76.5780912,1,dynamic_continuous_30s,bw100,100,rr,0.2222222222222222,0.2222222222222222
12.679,[Sector: 0 elevation: 0.000000],17842,7,7,0.0,3080.368278,1,dynamic_continuous_30s,bw100,100,rr,0.6989199359927787,0.7128712871287128
12.6795,[Sector: 0 elevation: 0.000000],6676,2,2,0.0,1025.9524548,1,dynamic_continuous_30s,bw100,100,rr,0.2222222222222222,0.21367521367521367
12.689,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
12.6895,[Sector: 0 elevation: 0.000000],1104,2,2,0.0,215.9290224,1,dynamic_continuous_30s,bw100,100,rr,0.2222222222222222,0.2222222222222222
12.734,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5708.020266,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
12.7345,[Sector: 0 elevation: 0.000000],75726,9,9,0.0,5702.169423599999,1,dynamic_continuous_30s,bw100,100,rr,0.9990546653632703,0.9997174183338985
12.735,[Sector: 0 elevation: 0.000000],41469,9,9,0.0,5708.020266,1,dynamic_continuous_30s,bw100,100,rr,0.9905484705260691,0.9997174183338985
12.7355,[Sector: 0 elevation: 0.000000],7179,9,9,0.0,1316.8385334,1,dynamic_continuous_30s,bw100,100,rr,0.5631876834629845,0.5581979125379839
12.747,[Sector: 0 elevation: 0.000000],24580,9,9,0.0,4216.6597122,1,dynamic_continuous_30s,bw100,100,rr,0.9407849501215637,0.9429501664358433
