time_s,beam_id,backlog_total_bytes,ues_com_backlog,ues_atendidos,starvation_real_pct,vazao_estimada_mbps,seed,scenario,bandwidth,bandwidth_mhz,mode,jain_backlog,jain_alocacao
16.9465,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
16.9555,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6538952745849298
17.0005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5219.352801,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.0015,[Sector: 0 elevation: 0.000000],78250,9,9,0.0,5231.4809274,1,dynamic_continuous_30s,bw100,100,rr,0.9941800985838277,0.9997174183338985
17.002,[Sector: 0 elevation: 0.000000],46423,9,9,0.0,5221.101132,1,dynamic_continuous_30s,bw100,100,rr,0.9363923634065427,0.9997174183338985
17.0025,[Sector: 0 elevation: 0.000000],14647,9,9,0.0,2271.7454994,1,dynamic_continuous_30s,bw100,100,rr,0.3950829419802548,0.2577067350563404
17.003,[Sector: 0 elevation: 0.000000],10,1,1,0.0,7.6142898,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.0125,[Sector: 0 elevation: 0.000000],20664,8,8,0.0,3526.5968478,1,dynamic_continuous_30s,bw100,100,rr,0.8296501722688221,0.870527306967985
17.013,[Sector: 0 elevation: 0.000000],3558,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.0225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.023,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.067,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.0675,[Sector: 0 elevation: 0.000000],77555,9,9,0.0,5348.1115116,1,dynamic_continuous_30s,bw100,100,rr,0.995870281656081,0.9997174183338985
17.068,[Sector: 0 elevation: 0.000000],45084,9,9,0.0,5358.8875158,1,dynamic_continuous_30s,bw100,100,rr,0.9531172438686506,0.9997174183338985
17.069,[Sector: 0 elevation: 0.000000],12560,9,9,0.0,2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr,0.40458597936784263,0.28214468038136237
17.0695,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.079,[Sector: 0 elevation: 0.000000],21828,8,8,0.0,3758.5078829999998,1,dynamic_continuous_30s,bw100,100,rr,0.8705038559542233,0.8745252577172392
17.0795,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.089,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.0895,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.134,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.1345,[Sector: 0 elevation: 0.000000],76946,9,9,0.0,5448.7378062,1,dynamic_continuous_30s,bw100,100,rr,0.9971018790162453,0.9997174183338985
17.135,[Sector: 0 elevation: 0.000000],43814,9,9,0.0,5437.5031386,1,dynamic_continuous_30s,bw100,100,rr,0.9628725957196631,0.9997174183338985
17.1355,[Sector: 0 elevation: 0.000000],10734,9,9,0.0,1739.4334074,1,dynamic_continuous_30s,bw100,100,rr,0.41280112325537693,0.3180402998829361
17.1455,[Sector: 0 elevation: 0.000000],23191,9,9,0.0,3870.2236482,1,dynamic_continuous_30s,bw100,100,rr,0.9158226503842795,0.906289650172195
17.1465,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.1555,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6538952745849298
17.2005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5219.352801,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.2015,[Sector: 0 elevation: 0.000000],78250,9,9,0.0,5231.4809274,1,dynamic_continuous_30s,bw100,100,rr,0.9941800985838277,0.9997174183338985
17.202,[Sector: 0 elevation: 0.000000],46423,9,9,0.0,5221.101132,1,dynamic_continuous_30s,bw100,100,rr,0.9363923634065427,0.9997174183338985
17.2025,[Sector: 0 elevation: 0.000000],14647,9,9,0.0,2271.7454994,1,dynamic_continuous_30s,bw100,100,rr,0.3950829419802548,0.2577067350563404
17.203,[Sector: 0 elevation: 0.000000],10,1,1,0.0,7.6142898,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.2125,[Sector: 0 elevation: 0.000000],20664,8,8,0.0,3526.5968478,1,dynamic_continuous_30s,bw100,100,rr,0.8296501722688221,0.870527306967985
17.213,[Sector: 0 elevation: 0.000000],3558,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.2225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.223,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.267,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.2675,[Sector: 0 elevation: 0.000000],77555,9,9,0.0,5348.1115116,1,dynamic_continuous_30s,bw100,100,rr,0.995870281656081,0.9997174183338985
17.268,[Sector: 0 elevation: 0.000000],45084,9,9,0.0,5358.8875158,1,dynamic_continuous_30s,bw100,100,rr,0.9531172438686506,0.9997174183338985
17.269,[Sector: 0 elevation: 0.000000],12560,9,9,0.0,2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr,0.40458597936784263,0.28214468038136237
17.2695,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.279,[Sector: 0 elevation: 0.000000],21828,8,8,0.0,3758.5078829999998,1,dynamic_continuous_30s,bw100,100,rr,0.8705038559542233,0.8745252577172392
17.2795,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.289,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.2895,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.334,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.3345,[Sector: 0 elevation: 0.000000],76946,9,9,0.0,5448.7378062,1,dynamic_continuous_30s,bw100,100,rr,0.9971018790162453,0.9997174183338985
17.335,[Sector: 0 elevation: 0.000000],43814,9,9,0.0,5437.5031386,1,dynamic_continuous_30s,bw100,100,rr,0.9628725957196631,0.9997174183338985
17.3355,[Sector: 0 elevation: 0.000000],10734,9,9,0.0,1739.4334074,1,dynamic_continuous_30s,bw100,100,rr,0.41280112325537693,0.3180402998829361
17.3455,[Sector: 0 elevation: 0.000000],23191,9,9,0.0,3870.2236482,1,dynamic_continuous_30s,bw100,100,rr,0.9158226503842795,0.906289650172195
17.3465,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.3555,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6538952745849298
17.4005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5219.352801,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.4015,[Sector: 0 elevation: 0.000000],78250,9,9,0.0,5231.4809274,1,dynamic_continuous_30s,bw100,100,rr,0.9941800985838277,0.9997174183338985
17.402,[Sector: 0 elevation: 0.000000],46423,9,9,0.0,5221.101132,1,dynamic_continuous_30s,bw100,100,rr,0.9363923634065427,0.9997174183338985
17.4025,[Sector: 0 elevation: 0.000000],14647,9,9,0.0,2271.7454994,1,dynamic_continuous_30s,bw100,100,rr,0.3950829419802548,0.2577067350563404
17.403,[Sector: 0 elevation: 0.000000],10,1,1,0.0,7.6142898,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.4125,[Sector: 0 elevation: 0.000000],20664,8,8,0.0,3526.5968478,1,dynamic_continuous_30s,bw100,100,rr,0.8296501722688221,0.870527306967985
17.413,[Sector: 0 elevation: 0.000000],3558,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.4225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.423,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.467,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.4675,[Sector: 0 elevation: 0.000000],77555,9,9,0.0,5348.1115116,1,dynamic_continuous_30s,bw100,100,rr,0.995870281656081,0.9997174183338985
17.468,[Sector: 0 elevation: 0.000000],45084,9,9,0.0,5358.8875158,1,dynamic_continuous_30s,bw100,100,rr,0.9531172438686506,0.9997174183338985
17.469,[Sector: 0 elevation: 0.000000],12560,9,9,0.0,2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr,0.40458597936784263,0.28214468038136237
17.4695,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.479,[Sector: 0 elevation: 0.000000],21828,8,8,0.0,3758.5078829999998,1,dynamic_continuous_30s,bw100,100,rr,0.8705038559542233,0.8745252577172392
17.4795,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.489,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.4895,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.534,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.5345,[Sector: 0 elevation: 0.000000],76946,9,9,0.0,5448.7378062,1,dynamic_continuous_30s,bw100,100,rr,0.9971018790162453,0.9997174183338985
17.535,[Sector: 0 elevation: 0.000000],43814,9,9,0.0,5437.5031386,1,dynamic_continuous_30s,bw100,100,rr,0.9628725957196631,0.9997174183338985
17.5355,[Sector: 0 elevation: 0.000000],10734,9,9,0.0,1739.4334074,1,dynamic_continuous_30s,bw100,100,rr,0.41280112325537693,0.3180402998829361
17.5455,[Sector: 0 elevation: 0.000000],23191,9,9,0.0,3870.2236482,1,dynamic_continuous_30s,bw100,100,rr,0.9158226503842795,0.906289650172195
17.5465,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.5555,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6538952745849298
17.6005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5219.352801,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.6015,[Sector: 0 elevation: 0.000000],78250,9,9,0.0,5231.4809274,1,dynamic_continuous_30s,bw100,100,rr,0.9941800985838277,0.9997174183338985
17.602,[Sector: 0 elevation: 0.000000],46423,9,9,0.0,5221.101132,1,dynamic_continuous_30s,bw100,100,rr,0.9363923634065427,0.9997174183338985
17.6025,[Sector: 0 elevation: 0.000000],14647,9,9,0.0,2271.7454994,1,dynamic_continuous_30s,bw100,100,rr,0.3950829419802548,0.2577067350563404
17.603,[Sector: 0 elevation: 0.000000],10,1,1,0.0,7.6142898,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.6125,[Sector: 0 elevation: 0.000000],20664,8,8,0.0,3526.5968478,1,dynamic_continuous_30s,bw100,100,rr,0.8296501722688221,0.870527306967985
17.613,[Sector: 0 elevation: 0.000000],3558,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.6225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.623,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.667,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.6675,[Sector: 0 elevation: 0.000000],77555,9,9,0.0,5348.1115116,1,dynamic_continuous_30s,bw100,100,rr,0.995870281656081,0.9997174183338985
17.668,[Sector: 0 elevation: 0.000000],45084,9,9,0.0,5358.8875158,1,dynamic_continuous_30s,bw100,100,rr,0.9531172438686506,0.9997174183338985
17.669,[Sector: 0 elevation: 0.000000],12560,9,9,0.0,2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr,0.40458597936784263,0.28214468038136237
17.6695,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.679,[Sector: 0 elevation: 0.000000],21828,8,8,0.0,3740.9991137999996,1,dynamic_continuous_30s,bw100,100,rr,0.8705038559542233,0.8792318792318792
17.6795,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.689,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.6895,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.734,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.7345,[Sector: 0 elevation: 0.000000],76946,9,9,0.0,5448.7378062,1,dynamic_continuous_30s,bw100,100,rr,0.9971018790162453,0.9997174183338985
17.735,[Sector: 0 elevation: 0.000000],43814,9,9,0.0,5437.5031386,1,dynamic_continuous_30s,bw100,100,rr,0.9628725957196631,0.9997174183338985
17.7355,[Sector: 0 elevation: 0.000000],10734,9,9,0.0,1739.4334074,1,dynamic_continuous_30s,bw100,100,rr,0.41280112325537693,0.3180402998829361
17.7455,[Sector: 0 elevation: 0.000000],23191,9,9,0.0,3861.482391,1,dynamic_continuous_30s,bw100,100,rr,0.9158226503842795,0.9096664883181738
17.7465,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.7555,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6538952745849298
17.8005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5219.352801,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.8015,[Sector: 0 elevation: 0.000000],78250,9,9,0.0,5231.4809274,1,dynamic_continuous_30s,bw100,100,rr,0.9941800985838277,0.9997174183338985
17.802,[Sector: 0 elevation: 0.000000],46423,9,9,0.0,5221.101132,1,dynamic_continuous_30s,bw100,100,rr,0.9363923634065427,0.9997174183338985
17.8025,[Sector: 0 elevation: 0.000000],14647,9,9,0.0,2271.7454994,1,dynamic_continuous_30s,bw100,100,rr,0.3950829419802548,0.2577067350563404
17.803,[Sector: 0 elevation: 0.000000],10,1,1,0.0,7.6142898,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.8125,[Sector: 0 elevation: 0.000000],20664,8,8,0.0,3526.5968478,1,dynamic_continuous_30s,bw100,100,rr,0.8296501722688221,0.870527306967985
17.813,[Sector: 0 elevation: 0.000000],3558,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.8225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.823,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.867,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.8675,[Sector: 0 elevation: 0.000000],77555,9,9,0.0,5348.1115116,1,dynamic_continuous_30s,bw100,100,rr,0.995870281656081,0.9997174183338985
17.868,[Sector: 0 elevation: 0.000000],45084,9,9,0.0,5358.8875158,1,dynamic_continuous_30s,bw100,100,rr,0.9531172438686506,0.9997174183338985
17.869,[Sector: 0 elevation: 0.000000],12560,9,9,0.0,2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr,0.40458597936784263,0.28214468038136237
17.8695,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.879,[Sector: 0 elevation: 0.000000],21828,8,8,0.0,3740.9991137999996,1,dynamic_continuous_30s,bw100,100,rr,0.8705038559542233,0.8792318792318792
17.8795,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.889,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
17.8895,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.934,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
17.9345,[Sector: 0 elevation: 0.000000],76946,9,9,0.0,5448.7378062,1,dynamic_continuous_30s,bw100,100,rr,0.9971018790162453,0.9997174183338985
17.935,[Sector: 0 elevation: 0.000000],43814,9,9,0.0,5437.5031386,1,dynamic_continuous_30s,bw100,100,rr,0.9628725957196631,0.9997174183338985
17.9355,[Sector: 0 elevation: 0.000000],10734,9,9,0.0,1739.4334074,1,dynamic_continuous_30s,bw100,100,rr,0.41280112325537693,0.3180402998829361
17.9455,[Sector: 0 elevation: 0.000000],23191,9,9,0.0,3861.482391,1,dynamic_continuous_30s,bw100,100,rr,0.9158226503842795,0.9096664883181738
17.9465,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
17.9555,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6538952745849298
18.0005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5653.822005,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
18.0015,[Sector: 0 elevation: 0.000000],76036,9,9,0.0,5651.467824599999,1,dynamic_continuous_30s,bw100,100,rr,0.9992087657593643,0.9997174183338985
18.002,[Sector: 0 elevation: 0.000000],42069,9,9,0.0,5655.570336,1,dynamic_continuous_30s,bw100,100,rr,0.9912152347038923,0.9997174183338985
18.0025,[Sector: 0 elevation: 0.000000],8079,9,9,0.0,1454.0313996,1,dynamic_continuous_30s,bw100,100,rr,0.6294675843570003,0.6180257510729614
18.0145,[Sector: 0 elevation: 0.000000],23749,9,9,0.0,4063.1295978,1,dynamic_continuous_30s,bw100,100,rr,0.9395069246656637,0.9740608228980322
18.0245,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,660.3794262000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.663216011042098
18.067,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5316.781977,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
18.0675,[Sector: 0 elevation: 0.000000],77609,9,9,0.0,5316.1761276,1,dynamic_continuous_30s,bw100,100,rr,0.9969006871950018,0.9997174183338985
18.068,[Sector: 0 elevation: 0.000000],45205,9,9,0.0,5328.0166446,1,dynamic_continuous_30s,bw100,100,rr,0.965219938128844,0.9997174183338985
18.069,[Sector: 0 elevation: 0.000000],12746,9,9,0.0,2060.8084692,1,dynamic_continuous_30s,bw100,100,rr,0.4834993671910383,0.3862729449321628
18.0795,[Sector: 0 elevation: 0.000000],21216,9,9,0.0,3662.9897382,1,dynamic_continuous_30s,bw100,100,rr,0.8699320595180023,0.8860103626943006
18.08,[Sector: 0 elevation: 0.000000],10,1,1,0.0,10.861929000000002,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
18.0895,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
18.134,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5597.2695636,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
18.1345,[Sector: 0 elevation: 0.000000],76359,9,9,0.0,5604.868737,1,dynamic_continuous_30s,bw100,100,rr,0.9995172301939408,0.9997174183338985
18.135,[Sector: 0 elevation: 0.000000],42659,9,9,0.0,5599.0178946,1,dynamic_continuous_30s,bw100,100,rr,0.9914838103294635,0.9997174183338985
18.1355,[Sector: 0 elevation: 0.000000],8992,9,9,0.0,1593.5784462,1,dynamic_continuous_30s,bw100,100,rr,0.7096336251626462,0.6941385830274719
18.147,[Sector: 0 elevation: 0.000000],22905,9,9,0.0,3891.8595924,1,dynamic_continuous_30s,bw100,100,rr,0.9442336247823171,0.9877551020408163
18.157,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
18.2005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5273.989437599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
18.2015,[Sector: 0 elevation: 0.000000],77951,9,9,0.0,5292.3646152,1,dynamic_continuous_30s,bw100,100,rr,0.9959115221485267,0.9997174183338985
18.202,[Sector: 0 elevation: 0.000000],45790,9,9,0.0,5275.7377686,1,dynamic_continuous_30s,bw100,100,rr,0.9507786675325922,0.9997174183338985
18.2025,[Sector: 0 elevation: 0.000000],13715,9,9,0.0,2202.5342664,1,dynamic_continuous_30s,bw100,100,rr,0.4404256277391132,0.3160227825789564
18.203,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
18.2125,[Sector: 0 elevation: 0.000000],20641,8,8,0.0,3514.0725125999998,1,dynamic_continuous_30s,bw100,100,rr,0.8362253431724419,0.8742316784869977
18.213,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
18.2225,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
18.223,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
18.267,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5346.363180599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
18.2675,[Sector: 0 elevation: 0.000000],77555,9,9,0.0,5348.1115116,1,dynamic_continuous_30s,bw100,100,rr,0.995870281656081,0.9997174183338985
18.268,[Sector: 0 elevation: 0.000000],45084,9,9,0.0,5358.8875158,1,dynamic_continuous_30s,bw100,100,rr,0.9531172438686506,0.9997174183338985
18.269,[Sector: 0 elevation: 0.000000],12560,9,9,0.0,2010.7528973999997,1,dynamic_continuous_30s,bw100,100,rr,0.40458597936784263,0.28214468038136237
18.2695,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
18.279,[Sector: 0 elevation: 0.000000],21828,8,8,0.0,3756.759552,1,dynamic_continuous_30s,bw100,100,rr,0.8705038559542233,0.8736271573242048
18.2795,[Sector: 0 elevation: 0.000000],3547,1,1,0.0,596.6081082,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
18.289,[Sector: 0 elevation: 0.000000],2760,5,5,0.0,552.4149150000001,1,dynamic_continuous_30s,bw100,100,rr,0.5555555555555556,0.5555555555555556
18.2895,[Sector: 0 elevation: 0.000000],552,1,1,0.0,101.741328,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
18.334,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5435.754807599999,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
18.3345,[Sector: 0 elevation: 0.000000],76946,9,9,0.0,5448.7378062,1,dynamic_continuous_30s,bw100,100,rr,0.9971018790162453,0.9997174183338985
18.335,[Sector: 0 elevation: 0.000000],43814,9,9,0.0,5437.5031386,1,dynamic_continuous_30s,bw100,100,rr,0.9628725957196631,0.9997174183338985
18.3355,[Sector: 0 elevation: 0.000000],10734,9,9,0.0,1739.4334074,1,dynamic_continuous_30s,bw100,100,rr,0.41280112325537693,0.3180402998829361
18.3455,[Sector: 0 elevation: 0.000000],23191,9,9,0.0,3870.2236482,1,dynamic_continuous_30s,bw100,100,rr,0.9158226503842795,0.906289650172195
18.3465,[Sector: 0 elevation: 0.000000],10,1,1,0.0,9.5722614,1,dynamic_continuous_30s,bw100,100,rr,0.1111111111111111,0.1111111111111111
18.3555,[Sector: 0 elevation: 0.000000],3312,6,6,0.0,628.4484180000001,1,dynamic_continuous_30s,bw100,100,rr,0.6666666666666666,0.6538952745849298
18.4005,[Sector: 0 elevation: 0.000000],110016,9,9,0.0,5219.352801,1,dynamic_continuous_30s,bw100,100,rr,1.0,0.9997174183338985
