scenario,bandwidth,bandwidth_mhz,mode,n_repetitions,n_flows_mean,n_flows_std,aggregate_throughput_mbps_mean,aggregate_throughput_mbps_std,mean_flow_throughput_mbps_mean,mean_flow_throughput_mbps_std,min_flow_throughput_mbps_mean,min_flow_throughput_mbps_std,p5_flow_throughput_mbps_mean,p5_flow_throughput_mbps_std,max_flow_throughput_mbps_mean,max_flow_throughput_mbps_std,std_flow_throughput_mbps_mean,std_flow_throughput_mbps_std,mean_delay_ms_mean,mean_delay_ms_std,max_delay_ms_mean,max_delay_ms_std,mean_jitter_ms_mean,mean_jitter_ms_std,mean_loss_ratio_mean,mean_loss_ratio_std,max_loss_ratio_mean,max_loss_ratio_std,jain_rbg_slot_mean_mean,jain_rbg_slot_mean_std,mean_active_ues_per_slot_mean,mean_active_ues_per_slot_std,mean_zero_ue_percent_mean,mean_zero_ue_percent_std,mean_backlogged_ues_per_slot_mean,mean_backlogged_ues_per_slot_std,mean_served_ues_per_slot_mean,mean_served_ues_per_slot_std,pct_buf_gt0_alloc_eq0_mean,pct_buf_gt0_alloc_eq0_std,sum_buf_req_mean_per_slot_mean,sum_buf_req_mean_per_slot_std,sum_buf_req_max_per_slot_mean,sum_buf_req_max_per_slot_std,mean_jain_buf_req_per_slot_mean,mean_jain_buf_req_per_slot_std,mean_jain_alloc_per_slot_mean,mean_jain_alloc_per_slot_std
dynamic_continuous_30s,bw100,100,rr,1,36.0,0.0,10.110277000000004,0.0,0.28084102777777786,0.0,0.278576,0.0,0.27978725000000004,0.0,0.280998,0.0,0.0005651048814213002,0.0,11.345079444444444,0.0,24.6,0.0,3.3533002777777785,0.0,0.0005587483333333333,0.0,0.00862069,0.0,0.6929160725583975,0.0,7.0416828983248925,0.0,21.759078907501188,0.0,7.0416828983248925,0.0,7.0416828983248925,0.0,0.0,0.0,37226.93767043241,0.0,110016.0,0.0,0.6953504641597458,0.0,0.6929160725583975,0.0
